"Year","Month","State","Primary Mode","Etiology","Serotype or Genotype","Etiology Status","Setting","Illnesses","Hospitalizations","Info On Hospitalizations","Deaths","Info On Deaths","Food Vehicle","Food Contaminated Ingredient","IFSAC Category","Water Exposure","Water Type","Animal Type"
"2012","10","Ohio","Food","Salmonella enterica","Typhimurium","Confirmed","Festival/fair","2","1","2","0","0",,,,,,
"2012","10","Florida","Food","Salmonella enterica","Anatum","Suspected","Restaurant: Sit-down dining","2","1","2","0","2","fish, white","chicken","Chicken",,,
"2012","10","Hawaii","Food","Salmonella enterica","Braenderup","Confirmed","Restaurant: Other","16","0","16","0","16",,,,,,
"2012","10","Minnesota","Food","Salmonella enterica","Javiana","Confirmed",,"4","0","4","0","4","iceberg lettuce, unspecified;cucumber","iceberg lettuce;cucumber","Multiple",,,
"2012","11","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed","Office/indoor workplace","34","0","34","0","34",,,,,,
"2012","11","California","Food","Salmonella enterica","unknown","Confirmed","Restaurant: Sit-down dining","4","3","4","0","4","pork, carnitas","pork","Pork",,,
"2012","11","California","Food","Salmonella enterica","Typhimurium","Confirmed","Other","7","3","7","0","7","turkey",,"Turkey",,,
"2012","11","South Carolina","Indeterminate/unknown","Salmonella enterica","Thompson","Confirmed",,"2","0","2","0","2",,,,,,
"2012","11","Minnesota","Food","Salmonella enterica","Saintpaul","Confirmed","Private home/residence","2","0","2","0","2","turkey, smoked","turkey","Turkey",,,
"2012","11","Illinois","Food","Salmonella enterica","Heidelberg","Confirmed","Private home/residence;Grocery store/bakery/deli/convenience store;Caterer","16","3","16","0","16",,,,,,
"2012","12","Multistate","Food","Salmonella enterica","Javiana","Confirmed","Other","14",,"0",,"0",,,,,,
"2012","12","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Litchfield","Confirmed",,"18","5","18","0","18",,,,,,
"2012","12","Iowa","Food","Salmonella enterica","Mbandaka","Confirmed",,"2","0","2","0","2",,,,,,
"2012","12","Pennsylvania","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","3","1","3","0","3","venison",,"Game",,,
"2012","12","Pennsylvania","Food","Salmonella enterica","Enteritidis","Suspected","Caterer","7","1","7","0","7",,,,,,
"2012","12","Multistate","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Sit-down dining","22","7","14","0","14","ground beef",,"Beef",,,
"2012","12","North Carolina","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","9","2","9","0","9",,,,,,
"2012","12","Multistate","Food","Salmonella enterica","Newport","Confirmed","Private home/residence","15","1","1","0","15","romaine lettuce, unspecified",,"Vegetable Row Crops",,,
"2012","12","Multistate","Animal contact","Salmonella enterica","Montevideo","Confirmed","Private home/residence","10","1","7","0","7",,,,,,"Reptile (type unspecified)"
"2013","1","Arkansas","Person-to-person","Salmonella enterica","Newport","Suspected","Private home/residence","6","0","6","0","6",,,,,,
"2013","1","Massachusetts","Indeterminate/unknown","Salmonella enterica","I 4,[5],12:i:-","Confirmed",,"3","2","3","0","3",,,,,,
"2013","1","Multistate","Food","Salmonella enterica","Saintpaul","Confirmed","Private home/residence","84","17","60","0","0","cucumber",,"Seeded Vegetables",,,
"2013","1","Multistate","Food","Salmonella enterica","Senftenberg","Confirmed",,"8","1","4","0",,"Pistachio",,"Nuts-seeds",,,
"2013","1","Illinois","Indeterminate/unknown","Salmonella enterica",,"Confirmed",,"24","0","0","0","24",,,,,,
"2013","1","Wisconsin","Food","Salmonella enterica","Javiana","Confirmed","Long-term care/nursing home/assisted living facility","3","1","3","0","3",,,,,,
"2013","1","Michigan","Food","Salmonella enterica","Newport","Confirmed","Restaurant: Sit-down dining","14","1","14","0","14","sandwich, unspecified;salad, unspecified","tomato","Seeded Vegetables",,,
"2013","2","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed",,"2","0","2","0","2",,,,,,
"2013","2","Multistate","Indeterminate/unknown","Salmonella enterica","I 4,[5],12:i:-","Confirmed",,"2","2","2","1","2",,,,,,
"2013","2","Ohio","Indeterminate/unknown","Salmonella enterica","Poona","Confirmed","Long-term care/nursing home/assisted living facility","2","1","2","0","2",,,,,,
"2013","2","Michigan","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","School/college/university","12","1","12","0","12","cucumber","cucumber","Seeded Vegetables",,,
"2013","2","Oklahoma","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","8","3","8","0","8",,,,,,
"2013","2","Illinois","Animal contact","Salmonella enterica",,"Confirmed",,"8","2",,"0",,,,,,,
"2013","2","Multistate","Animal contact","Salmonella enterica","Montevideo","Confirmed","Other","12","1","8","0","8",,,,,,"Poultry"
"2013","3","Oregon","Food","Salmonella enterica","Heidelberg","Confirmed","Private home/residence","17","5","17","0","17","chicken","chicken","Chicken",,,
"2013","3","Multistate","Food","Salmonella enterica","Saintpaul","Confirmed",,"131","23","87","0","29","grape tomato;cherry tomato",,"Seeded Vegetables",,,
"2013","3","Indiana","Person-to-person","Salmonella enterica","Infantis","Confirmed",,"10","0","0","0","0",,,,,,
"2013","3","Multistate","Indeterminate/unknown","Salmonella enterica","Javiana","Confirmed","Other","28","0","0","0","14",,,,,,
"2013","3","South Carolina","Indeterminate/unknown","Salmonella enterica","Schwarzengrund","Confirmed",,"3","1","3","0","3",,,,,,
"2013","3","Arizona","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","16","9","16","0","16",,,,,,
"2013","3","Massachusetts","Indeterminate/unknown","Salmonella enterica","Schwarzengrund","Confirmed",,"10","2","7","0","10",,,,,,
"2013","3","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed",,"2","0","2","0","2",,,,,,
"2013","3","Minnesota","Food","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","26","15","26","0","26","queso fresco, unpasteurized","milk, whole milk unpasteurized","Dairy",,,
"2013","3","Oklahoma","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","20",,"0","0","20",,,,,,
"2013","3","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Enteritidis","Suspected",,"2","0","2","0","2",,,,,,
"2013","3","Alaska","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed",,"7","0","7","0","7",,,,,,
"2013","3","Georgia","Food","Salmonella enterica","Montevideo","Confirmed","School/college/university","5","0","5","0","5","chicken, BBQ","chicken","Chicken",,,
"2013","3","Iowa","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Other","3","0","3","0","3",,,,,,
"2013","3","Ohio","Person-to-person","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Child daycare/preschool","4","0","4","0","4",,,,,,
"2013","3","Oregon","Food","Salmonella enterica","Reading","Confirmed","Restaurant: Sit-down dining","4",,"0",,"0","oysters, raw",,"Mollusks",,,
"2013","3","Nebraska","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Sit-down dining","64","2",,"0",,"tortilla, unspecified;quesadillas;cilantro, unspecified;chicken;cheese",,"Multiple",,,
"2013","3","Multistate","Animal contact","Salmonella enterica","Braenderup","Confirmed","Private home/residence","53","10","22","0","53",,,,,,"Poultry"
"2013","3","Multistate","Food","Salmonella enterica","Heidelberg","Confirmed",,"634","200","528","0","528","chicken",,"Chicken",,,
"2013","3","Kentucky","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed","Other","12","7","12","0","12",,,,,,
"2013","3","Kentucky","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed","Other","31","8","31","0","31",,,,,,
"2013","3","Multistate","Animal contact","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","356","62","239","0","240",,,,,,"Poultry"
"2013","4","Massachusetts","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed",,"2","0","2","0","2",,,,,,
"2013","4","Georgia","Food","Salmonella enterica","Brandenburg","Confirmed","Restaurant: Sit-down dining","3","1","3","0","3",,,,,,
"2013","4","Louisiana","Food","Salmonella enterica","Enteritidis","Confirmed",,"10","3","10","0","10",,,,,,
"2013","4","Virginia","Food","Salmonella enterica","Thompson","Confirmed","Restaurant: Sit-down dining","18","1","18","0","18",,,,,,
"2013","4","Pennsylvania","Food","Salmonella enterica","Enteritidis","Confirmed","Caterer","35","1","35","0","35","ham","ham","Pork",,,
"2013","4","Indiana","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed","School/college/university","4","2","4","0","4",,,,,,
"2013","4","Wisconsin","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","5","1","5","0","5",,,,,,
"2013","4","Maine","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed",,"2","0","2","0","2",,,,,,
"2013","4","Multistate","Food","Salmonella enterica","Newport","Confirmed","Private home/residence","39","9","26","0","26","ground beef",,"Beef",,,
"2013","4","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2013","4","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Oranienburg","Confirmed",,"7","1","5","0","7",,,,,,
"2013","4","Massachusetts","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed",,"7","2","5","0","7",,,,,,
"2013","4","Connecticut","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","2","1","2","0","2",,,,,,
"2013","4","Idaho","Food","Salmonella enterica","Heidelberg","Confirmed","Private home/residence","3","1","3","0","3",,,,,,
"2013","4","Massachusetts","Person-to-person","Salmonella enterica","Enteritidis","Confirmed","Child daycare/preschool","7","1","7","0","7",,,,,,
"2013","4","Nevada","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Restaurant: Sit-down dining","333","50","333","0","333","sausage, pork",,"Pork",,,
"2013","4","Massachusetts","Indeterminate/unknown","Salmonella enterica","Heidelberg","Confirmed",,"4","2","4","0","4",,,,,,
"2013","4","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed",,"2","0","2","0","2",,,,,,
"2013","4","Iowa","Animal contact","Salmonella enterica","Infantis","Confirmed","Other","5","0","5","0","5",,,,,,"Poultry"
"2013","4","Massachusetts","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed",,"5","3","5","0","5",,,,,,
"2013","4","Illinois","Food","Salmonella enterica","Montevideo","Confirmed","Restaurant: Sit-down dining","9","3","9","0","9",,,,,,
"2013","5","Massachusetts","Food","Salmonella enterica","Infantis","Confirmed",,"5","1","2","0","5",,,,,,
"2013","5","Indiana","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed",,"3","1","3","0","3",,,,,,
"2013","5","Indiana","Indeterminate/unknown","Salmonella enterica","Norwich","Confirmed",,"4","0","4","0","4",,,,,,
"2013","5","California","Food","Salmonella enterica","Johannesburg","Confirmed","Office/indoor workplace","12","5","12","0","12",,,,,,
"2013","5","New Jersey","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Restaurant: Sit-down dining","16","3","16","0","16",,,,,,
"2013","5","California","Food","Salmonella enterica","Newport","Confirmed","Private home/residence","137","6","76","0","129","beef(fresly killed cow), raw and/or undercooked","beef","Beef",,,
"2013","5","Maryland","Food","Salmonella enterica","Braenderup","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","5","1","5","0","5",,,,,,
"2013","5","Wisconsin","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","8","1","8","0","8",,,,,,
"2013","5","Wisconsin","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Unknown","17","6","16","0","16",,,,,,
"2013","5","Wisconsin","Food","Salmonella enterica","Uganda","Confirmed","Religious facility","25","2","25","0","25","boiled beef;beef, laab raw","beef","Beef",,,
"2013","5","Ohio","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","6","1","6","0","6",,,,,,
"2013","5","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed",,"2","2","2","0","1",,,,,,
"2013","5","Massachusetts","Food","Salmonella enterica","Enteritidis","Confirmed","Religious facility","59","0","9","0","59","pasta salad",,"Multiple",,,
"2013","5","Massachusetts","Food","Salmonella enterica","Enteritidis","Confirmed","School/college/university","46","0","38","0","38",,,,,,
"2013","5","Illinois","Food","Salmonella enterica","Infantis","Confirmed","Grocery store/bakery/deli/convenience store","8","3","8","0","8",,,,,,
"2013","5","Ohio","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed","Other","9","3","9","0","9",,,,,,
"2013","5","Tennessee","Food","Salmonella enterica","Enteritidis","Confirmed","Caterer","5","3","5","0","5","Fruit Cocktail",,"Fruits",,,
"2013","5","Massachusetts","Indeterminate/unknown","Salmonella enterica","Javiana","Confirmed",,"2","1","2","0","2",,,,,,
"2013","5","Maryland","Food","Salmonella enterica","Muenchen","Confirmed","Grocery store/bakery/deli/convenience store","2","0","2","0","2","chicken kabob sandwich",,"Multiple",,,
"2013","5","New York","Food","Salmonella enterica","Heidelberg","Confirmed","Child daycare/preschool","11","0","11","0","11",,,,,,
"2013","5","Alaska","Indeterminate/unknown","Salmonella enterica","Lomalinda","Suspected",,"6","0","6","0","6",,,,,,
"2013","5","Ohio","Food","Salmonella enterica","Heidelberg","Confirmed","Other","2","1","2","0","2","chicken and noodles",,"Multiple",,,
"2013","5","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed",,"6","1","3","0","3",,,,,,
"2013","5","Arkansas","Food","Salmonella enterica","Mississippi","Suspected","Private home/residence","3","0","3","0","3",,,,,,
"2013","5","North Carolina","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Sit-down dining","100","8","86","0","100",,,,,,
"2013","5","Arkansas","Food","Salmonella enterica","Typhimurium","Confirmed","Correctional/detention facility","36","2","36","0","36",,,,,,
"2013","5","Massachusetts","Food","Salmonella enterica","Hadar","Confirmed",,"25","0","2","0","2",,,,,,
"2013","5","California","Food","Salmonella enterica","Enteritidis","Confirmed","School/college/university","27","2","27","0","27","tomatoes, raw","tomato","Seeded Vegetables",,,
"2013","5","Minnesota","Food","Salmonella enterica",,"Suspected","Private home/residence","7","1","7","0","7","watermelon","watermelon","Fruits",,,
"2013","5","Illinois","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Restaurant: Sit-down dining","10","2","10","0","10",,,,,,
"2013","6","Massachusetts","Indeterminate/unknown","Salmonella enterica","Heidelberg","Confirmed",,"2","0","1","0","1",,,,,,
"2013","6","Maryland","Food","Salmonella enterica","Typhimurium","Confirmed","Other;Restaurant: Sit-down dining","9","1","9","0","9","goat","goat","Other Meat",,,
"2013","6","Alaska","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed",,"4","1","4","0","4",,,,,,
"2013","6","Ohio","Food","Salmonella enterica","Enteritidis","Confirmed","Unknown","2","2","2","0","2",,,,,,
"2013","6","Ohio","Food","Salmonella enterica","Muenchen","Confirmed","Private home/residence","7","2","7","0","7",,,,,,
"2013","6","Massachusetts","Food","Salmonella enterica","Javiana","Confirmed","Restaurant: Fast-food (drive up service or pay at counter);Festival/fair;Restaurant: Sit-down dining","30","0","30","0","30","falafel","eggplant;egg;chick peas","Multiple",,,
"2013","6","Massachusetts","Indeterminate/unknown","Salmonella enterica","Oranienburg","Confirmed",,"3","1","3","0","3",,,,,,
"2013","6","Kansas","Food","Salmonella enterica","Heidelberg","Confirmed","Unknown","4","1","4","0","4",,,,,,
"2013","6","Iowa","Food","Salmonella enterica","Enteritidis","Confirmed","Unknown","31","5","31","0","31",,,,,,
"2013","6","Multistate","Person-to-person","Salmonella enterica","Typhi","Confirmed",,"5","2","5","0","5",,,,,,
"2013","6","Michigan","Food","Salmonella enterica","Thompson","Confirmed","Restaurant: Sit-down dining","11","4","11","0","11","ribs, pork",,"Pork",,,
"2013","6","South Carolina","Person-to-person","Salmonella enterica","Montevideo","Confirmed","Child daycare/preschool","5","0","5","0","5",,,,,,
"2013","6","Florida","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","6","4","6","0","6","pork, smoked","pork","Pork",,,
"2013","6","Pennsylvania","Food","Salmonella enterica","Typhimurium","Confirmed","Other","4","1","3","0","3","milk, whole milk unpasteurized",,"Dairy",,,
"2013","6","Georgia","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","7","6","7","0","7",,,,,,
"2013","6","Michigan","Food","Salmonella enterica","Miami","Confirmed","Restaurant: Sit-down dining","4","2","4","0","4",,,,,,
"2013","6","Arizona","Food","Salmonella enterica","Miami","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","12","6","12","0","12",,,,,,
"2013","6","New Hampshire","Animal contact","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","43","16","43","0","43",,,,,,"Dog or puppy"
"2013","6","Michigan","Animal contact","Salmonella enterica","Typhimurium","Confirmed","Camp","4","0","4","0","4",,,,,,"Goat;Horse or pony;Pig;Poultry;Rabbit"
"2013","6","Multistate","Food","Salmonella enterica","Virchow","Confirmed","Restaurant: Fast-food (drive up service or pay at counter);Restaurant: Sit-down dining","7","1","7","0","7","sugarcane",,"Oils-sugars",,,
"2013","6","New Mexico","Food","Salmonella enterica","Montevideo","Confirmed","Private home/residence","11","4","11","1","11",,,,,,
"2013","6","Indiana","Indeterminate/unknown","Salmonella enterica","I 4,[5],12:i:-","Confirmed",,"6","2","5","0","5",,,,,,
"2013","6","New Hampshire","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Other;Banquet Facility (food prepared and served on-site);Private home/residence","5","0","4","0","4",,,,,,
"2013","6","Louisiana","Indeterminate/unknown","Salmonella enterica","Newport","Confirmed","Other","15","4","15","0","15",,,,,,
"2013","6","Maryland","Food","Salmonella enterica","Enteritidis","Suspected","Private home/residence","4","2","2","0","2",,,,,,
"2013","6","New Jersey","Food","Salmonella enterica","Infantis","Confirmed","Restaurant: Sit-down dining","5","3","5","0","5",,,,,,
"2013","6","New Jersey","Food","Salmonella enterica","Agona","Confirmed","Caterer","2","0","2","0","2",,,,,,
"2013","6","Maryland","Food","Salmonella enterica","Kiambu","Confirmed","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2013","6","Wisconsin","Food","Salmonella enterica","Braenderup","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","75","5","75","0","75","Vegetables",,"N/A",,,
"2013","6","Multistate","Food","Salmonella enterica","Thompson","Confirmed","Private home/residence","13","6","13","1","13","papaya","papaya","Fruits",,,
"2013","6","Multistate","Food","Salmonella enterica","Virchow","Confirmed","Restaurant: Sit-down dining;Restaurant: Fast-food (drive up service or pay at counter)","7","1","7","0","7","unspecified fruit","fruit, unspecified","Fruits",,,
"2013","6","Rhode Island","Indeterminate/unknown","Salmonella enterica","Thompson","Confirmed","Other","9","4","8","0","8",,,,,,
"2013","7","Oregon","Food","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","8","0","8","0","8",,,,,,
"2013","7","Puerto Rico","Indeterminate/unknown","Salmonella enterica","Group B","Suspected",,"3","1","3","0","3",,,,,,
"2013","7","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2013","7","Wisconsin","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","4","2","4","0","4","eggs, unspecified",,"Eggs",,,
"2013","7","Colorado","Food","Salmonella enterica","Hadar","Confirmed","Restaurant: Sit-down dining","4","2","4","0","4",,,,,,
"2013","7","Puerto Rico","Food","Salmonella enterica","Mbandaka","Confirmed","Caterer","14","1","14","0","14","rice, yellow;potato salad",,"Multiple",,,
"2013","7","Colorado","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed",,"5","1","5","0","5",,,,,,
"2013","7","Indiana","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed",,"22","8","19","0","19",,,,,,
"2013","7","Multistate","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed",,"2","1","1","0","2",,,,,,
"2013","7","Multistate","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed",,"6","2","2","0","3",,,,,,
"2013","7","Indiana","Indeterminate/unknown","Salmonella enterica","Newport","Confirmed",,"11","3","8","0","9",,,,,,
"2013","7","Indiana","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed",,"11","0","11","0","11",,,,,,
"2013","7","Louisiana","Indeterminate/unknown","Salmonella enterica","Rubislaw","Confirmed","Child daycare/preschool","2","0","2","0","2",,,,,,
"2013","7","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","14","3","14","0","14",,,,,,
"2013","7","Michigan","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","15","1","15","0","15","salsa",,"N/A",,,
"2013","7","California","Food","Salmonella enterica","Senftenberg","Confirmed","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2013","7","Alabama","Food","Salmonella enterica","Heidelberg","Confirmed","Religious facility","38","30","38","0","38","macaroni and cheese;green beans, unspecified",,"Multiple",,,
"2013","7","Michigan","Food","Salmonella enterica","Infantis","Confirmed","Caterer","14","4","9","0","6","lamb",,"Other Meat",,,
"2013","7","Alaska","Food","Salmonella enterica","Enteritidis","Confirmed","Unknown","8","1","8","0","8",,,,,,
"2013","7","Alaska","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed",,"17","2","17","0","17",,,,,,
"2013","7","Massachusetts","Food","Salmonella enterica","Typhimurium","Confirmed",,"4","0","3","0","3",,,,,,
"2013","7","Massachusetts","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed",,"3","1","3","1","3",,,,,,
"2013","7","Nebraska","Food","Salmonella enterica","Newport","Confirmed","Restaurant: Sit-down dining","10","0","6","0","10","sushi, unspecified","tuna;salmon heads;rice","Multiple",,,
"2013","7","Georgia","Food","Salmonella enterica","Javiana","Suspected","Private home/residence","10","0","10","0","10",,,,,,
"2013","7","Connecticut","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","11","0","11","0","11",,,,,,
"2013","7","Arkansas","Person-to-person","Salmonella enterica","Enteritidis","Suspected","Private home/residence","3","0","3","0","3",,,,,,
"2013","7","Pennsylvania","Person-to-person","Salmonella enterica","Typhimurium","Confirmed","Long-term care/nursing home/assisted living facility","3","2","3","0","3",,,,,,
"2013","7","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Typhimurium","Suspected","Private home/residence","3","0","3","0","3",,,,,,
"2013","7","Oregon","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Fast-food (drive up service or pay at counter);Private home/residence;Restaurant: Sit-down dining","20","0",,,,,,,,,
"2013","7","Oregon","Indeterminate/unknown","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Private home/residence","2","0","2","0","2",,,,,,
"2013","7","Rhode Island","Food","Salmonella enterica","I 4,[5],12:i:-","Confirmed","Festival/fair","16","3","16","0","16","pork, other","pork","Pork",,,
"2013","7","Minnesota","Food","Salmonella enterica","Livingstone","Confirmed","Private home/residence","4","1","4","0","4","goat, unspecified","goat","Other Meat",,,
"2013","7","Minnesota","Food","Salmonella enterica","Javiana","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","7","0","7","0","7",,,,,,
"2013","7","New York","Food","Salmonella enterica","Newport","Confirmed","Long-term care/nursing home/assisted living facility","4","3","4","0","4",,,,,,
"2013","7","Massachusetts","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Sit-down dining","13","2","12","0","13","Eggs","egg","Eggs",,,
"2013","7","Ohio","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","2","1","2","0","2",,,,,,
"2013","8","Puerto Rico","Food","Salmonella enterica","Mbandaka","Confirmed","Caterer","10","0","10","0","10","pork, roasted",,"Pork",,,
"2013","8","Virginia","Food","Salmonella enterica","Newport","Confirmed","Restaurant: Sit-down dining","9","0","9","0","9","soup, gazpacho;crab","tomato;crab","Multiple",,,
"2013","8","Ohio","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","5","2","2","0","3",,,,,,
"2013","8","Virginia","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","2","1","1","0","0",,,,,,
"2013","8","Kansas","Indeterminate/unknown","Salmonella enterica","Newport","Confirmed","Festival/Fair","3","2","3","0","3",,,,,,
"2013","8","Minnesota","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed","Long-term care/nursing home/assisted living facility","2","1","2","0","2",,,,,,
"2013","8","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Muenchen","Confirmed","Private home/residence","2","0","2","0","2",,,,,,
"2013","8","Tennessee","Food","Salmonella enterica","Javiana","Confirmed","Restaurant: Sit-down dining","7","0","7","0","7","fajita, beef","beef","Beef",,,
"2013","8","Illinois","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Sit-down dining","7","1","7","0","0",,,,,,
"2013","8","Florida","Food","Salmonella enterica",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","2","0","2","0","2","chicken, fried",,"Multiple",,,
"2013","8","Ohio","Food","Salmonella enterica","Braenderup","Confirmed","Other;Caterer","5","3","5","0","5",,,,,,
"2013","8","Oregon","Indeterminate/unknown","Salmonella enterica","Thompson","Confirmed","Other","2",,,,,,,,,,
"2013","8","Oregon","Food","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","8","2",,,,"Carne Asada steak",,"Multiple",,,
"2013","8","Arizona","Food","Salmonella enterica","Heidelberg","Confirmed","Restaurant: Sit-down dining","5","4","5","0","5",,,,,,
"2013","8","Iowa","Food","Salmonella enterica","Hartford","Confirmed","Religious facility","4","0","4","0","4",,,,,,
"2013","8","South Carolina","Food","Salmonella enterica","Javiana","Confirmed","Restaurant: Sit-down dining","2","1","2","0","2","chicken","chicken","Chicken",,,
"2013","8","Massachusetts","Indeterminate/unknown","Salmonella enterica","Newport","Confirmed","Other","4","0","2","0","2",,,,,,
"2013","8","Tennessee","Food","Salmonella enterica","Muenchen","Confirmed","Restaurant: Other","4","0","4","0","4",,,,,,
"2013","8","Arkansas","Food","Salmonella enterica","Javiana","Confirmed","Caterer","11","0","11","0","11","potato salad;pork, BBQ",,"Multiple",,,
"2013","8","California","Food","Salmonella enterica","Hadar","Confirmed","Restaurant: Other","5","0","2","0","2","sushi",,"Multiple",,,
"2013","8","Pennsylvania","Food","Salmonella enterica","Typhimurium","Confirmed","Other","9","2","9","0","9","milk, whole milk unpasteurized",,"Dairy",,,
"2013","8","Pennsylvania","Indeterminate/unknown","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","2","0","2","0","2",,,,,,
"2013","8","Texas","Indeterminate/unknown","Salmonella enterica","Schwarzengrund","Confirmed","Long-term care/nursing home/assisted living facility","3","1","3","0","3",,,,,,
"2013","8","Oregon","Indeterminate/unknown","Salmonella enterica","Infantis","Confirmed","Correctional/detention facility","3",,"3",,"3",,,,,,
"2013","8","Pennsylvania","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","17","1","17","0","17",,,,,,
"2013","8","Multistate","Food","Salmonella enterica","Adelaide","Confirmed","Unknown","14","2","9","0","9","pork",,"Pork",,,
"2013","8","Massachusetts","Indeterminate/unknown","Salmonella enterica","Typhimurium","Confirmed",,"13","5","11","0","12",,,,,,
"2013","8","Maryland","Environmental contamination other than food/water","Salmonella enterica","Typhimurium","Confirmed","Other","3","0","3","0","3",,,,,,
"2013","8","New Mexico","Food","Salmonella enterica","Heidelberg","Confirmed","Private home/residence","10","2","10","0","10",,,,,,
