"Year","Month","State","Primary Mode","Etiology","Serotype or Genotype","Etiology Status","Setting","Illnesses","Hospitalizations","Info On Hospitalizations","Deaths","Info On Deaths","Food Vehicle","Food Contaminated Ingredient","IFSAC Category","Water Exposure","Water Type","Animal Type"
"1972","6","Washington","Water","Salmonella enterica","Typhi","Confirmed","Private home/residence","5",,,"0",,,,,"Drinking water","Individual/Private",
"1972","9","Washington","Water","Salmonella enterica","Newport","Confirmed","Outdoor Area","3",,,"0",,,,,"Other/Environmental water",,
"1973","2","Florida","Water","Salmonella enterica","Typhi","Confirmed","Camp/cabin","210",,,"0",,,,,"Drinking water","Other",
"1973","4","Maryland","Water","Salmonella enterica","Typhi","Confirmed","Farm/dairy/agricultural setting","2",,,"0",,,,,"Drinking water","Individual/Private",
"1974","6","Washington","Water","Salmonella enterica","Typhi","Confirmed","Private home/residence","5",,,"0",,,,,"Drinking water","Individual/Private",
"1976","7","Arkansas","Water","Salmonella enterica","Javiana","Confirmed","Mobile home/trailer park","7",,,"0",,,,,"Drinking water","Other",
"1978","7","Hawaii","Water","Salmonella enterica","Weltevreden","Confirmed","Camp/cabin","11",,,"0",,,,,"Drinking water","Other",
"1983","1","Oklahoma","Water","Salmonella enterica","Typhimurium","Confirmed","Community/municipality","400",,,"0",,,,,"Drinking water","Community",
"1983","7","Washington","Water","Salmonella enterica","Enteritidis","Confirmed","Restaurant","750","18",,"0",,,,,"Drinking water","Community",
"1985","6","Virgin Islands","Water","Salmonella enterica","Typhi","Confirmed","Community/municipality","60","48",,"0",,,,,"Drinking water","Community",
"1993","11","Missouri","Water","Salmonella enterica","Typhimurium","Confirmed","Community/municipality","650","15",,"7",,,,,"Drinking water","Community",
"1995","3","Idaho","Water","Salmonella enterica","Javiana","Confirmed","Outdoor Area","3","1",,"0",,,,,"Recreational water -- treated","Pool - Other Swimming Pool",
"1998","1","California","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","26","3","40","0","40","lasagna, unspecified;eggs, other",,"Multiple",,,
"1998","1","Washington","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","4","0",,"0",,"eggnog, homemade",,"Multiple",,,
"1998","1","Oregon","Food","Salmonella enterica","Typhimurium","Confirmed",,"8","0","8","0","8","homemade cheese, unspecified",,"Dairy",,,
"1998","1","New York","Food","Salmonella enterica","Group D1","Confirmed","Restaurant: Other","3","1","2","0","2",,,,,,
"1998","1","New York","Food","Salmonella enterica","Group B","Confirmed","Other","2",,,,,"sausage, dried",,"N/A",,,
"1998","1","Maryland","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","4","0","2","0","2","burrito, chicken",,"Multiple",,,
"1998","1","Maryland","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","8","0","14","0","14","eggs, other;cake, tiramisu",,"Multiple",,,
"1998","1","Maryland","Food","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","5","1","5","0","5","chicken salad",,"Multiple",,,
"1998","1","Pennsylvania","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other;Caterer","4","2","5","0","5","meatballs;pasta, unspecified",,"Multiple",,,
"1998","1","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","4","3","6","0","6","stuffing, unspecified;sandwich, turkey",,"Multiple",,,
"1998","2","Connecticut","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","10",,,,,"shell eggs, scrambled hard;french toast, unspecified","egg","Eggs",,,
"1998","2","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","10","1","35","0","35","enchilada, chicken",,"Multiple",,,
"1998","2","Pennsylvania","Food","Salmonella enterica","Litchfield","Confirmed","Restaurant: Other","6","2","5","0","5",,,,,,
"1998","3","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","26",,,,,,,,,,
"1998","3","Ohio","Food","Salmonella enterica","Typhimurium","Confirmed","Other","7",,,,,,,,,,
"1998","3","Illinois","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","2","0","2","0","2","hollandaise sauce",,"Multiple",,,
"1998","3","Massachusetts","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Other","6",,"10",,"10",,,,,,
"1998","3","Virginia","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","23","5","23","0","23","pie, unspecified;eggs, other",,"Multiple",,,
"1998","3","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","4","0","6","0","6","rice, unspecified;chile relleno, unspecified;beans, unspecified",,"Multiple",,,
"1998","3","California","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","6","1","10","0","10","ice cream, unspecified;eggs, other",,"Multiple",,,
"1998","3","Florida","Food","Salmonella enterica",,"Suspected","Restaurant: Other","2","0","2","0","2","steak, other",,"Beef",,,
"1998","3","Florida","Food","Salmonella enterica","Enteritidis","Confirmed","School/college/university","2","1","2","0","2","hot dog, unspecified",,"N/A",,,
"1998","3","Florida","Food","Salmonella enterica",,"Suspected","Restaurant: Other","3","0","3","0","3","enchilada, chicken",,"Multiple",,,
"1998","3","Florida","Food","Salmonella enterica","Enteritidis","Suspected","Restaurant: Other","4","0","4","0","4","chicken, unspecified",,"Chicken",,,
"1998","3","Utah","Food","Salmonella enterica","Enteritidis","Suspected","Private home/residence","7","1","7","0","7",,,,,,
"1998","3","North Carolina","Food","Salmonella enterica",,"Confirmed","Other","9",,,,,,,,,,
"1998","3","Florida","Food","Salmonella enterica",,"Suspected","Restaurant: Other","2","0","2","0","2","chicken, BBQ",,"Multiple",,,
"1998","3","Pennsylvania","Food","Salmonella enterica","Heidelberg","Confirmed","Caterer","25","1","52","0","52","turkey and stuffing",,"Multiple",,,
"1998","3","Ohio","Food","Salmonella enterica","Montevideo","Confirmed","Restaurant: Other","4","1","8","0","8","hollandaise sauce",,"Multiple",,,
"1998","4","Multistate","Food","Salmonella enterica","Agona","Confirmed","Other","209","47","209",,,"cereal, oat","dry cereal","Multiple",,,
"1998","4","Florida","Food","Salmonella enterica",,"Suspected","Other","2",,,,,"chicken, BBQ",,"Multiple",,,
"1998","4","Florida","Food","Salmonella enterica","Enteritidis","Confirmed",,"2","0","2","0","2","multiple foods",,,,,
"1998","4","Florida","Food","Salmonella enterica","Enteritidis","Suspected","Restaurant: Other","4","0","4","0","4","chicken, buffalo wings",,"Multiple",,,
"1998","4","Florida","Food","Salmonella enterica",,"Suspected","Restaurant: Other","3","1","3","0","3","chicken, other",,"Chicken",,,
"1998","4","Illinois","Food","Salmonella enterica","Heidelberg","Confirmed","School/college/university","46","1","101","0","101",,,,,,
"1998","4","Virginia","Food","Salmonella enterica","Heidelberg","Confirmed","Caterer","9",,"50","0","50","pie, unspecified",,"Multiple",,,
"1998","4","California","Food","Salmonella enterica","Coeln","Confirmed","Private home/residence","7",,"5","0","5",,,,,,
"1998","4","Utah","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","22","2","21","0","21","soup, egg drop;fried rice, unspecified;egg rolls",,"Multiple",,,
"1998","5","Pennsylvania","Food","Salmonella enterica","Typhimurium","Confirmed",,"3","0","3","0","3",,,,,,
"1998","5","Utah","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","4","0",,"0",,"eggs, other;caesar salad",,"Multiple",,,
"1998","5","Washington","Food","Salmonella enterica","Oranienburg","Confirmed","Private home/residence","9","3","9","0","9","mango, unspecified",,"Fruits",,,
"1998","5","Illinois","Food","Salmonella enterica","Infantis","Confirmed","Other","25","5","26","0","26",,,,,,
"1998","5","Indiana","Food","Salmonella enterica","Braenderup","Confirmed","Restaurant: Other","10","7","12","0","12",,,,,,
"1998","5","Utah","Food","Salmonella enterica","Typhimurium","Suspected","Other;Restaurant: Other","4","0","4","0","4",,,,,,
"1998","5","California","Food","Salmonella enterica","Brandenburg","Confirmed",,"6","3","6","0","6",,,,,,
"1998","5","Florida","Food","Salmonella enterica",,"Suspected","Restaurant: Other","3","0","3","0","3","salad, unspecified",,"Multiple",,,
"1998","5","Maryland","Food","Salmonella enterica","Thompson","Confirmed","Restaurant: Other","16",,,,,,,,,,
"1998","5","Tennessee","Food","Salmonella enterica","Baildon","Confirmed","Restaurant: Other","264","12","112","0","264","salad, unspecified",,"Multiple",,,
"1998","6","Massachusetts","Food","Salmonella enterica","Enteritidis","Confirmed",,"5",,"5",,"5",,,,,,
"1998","6","Ohio","Food","Salmonella enterica","Javiana","Confirmed","Restaurant: Other","15","0","23","0","23",,,,,,
"1998","6","California","Food","Salmonella enterica","Newport","Confirmed","Restaurant: Other","16","1","16","0","16",,,,,,
"1998","6","Minnesota","Food","Salmonella enterica","Heidelberg","Confirmed","Restaurant: Other","9","0","67","0","67",,,,,,
"1998","6","Massachusetts","Food","Salmonella enterica","Hartford","Confirmed","Restaurant: Other","15",,"15",,"15",,,,,,
"1998","6","Ohio","Food","Salmonella enterica","Oranienburg","Confirmed","Other","22","3",,"1",,,,,,,
"1998","6","Ohio","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","49","2","174","0","174","sandwich, chicken",,"Multiple",,,
"1998","6","Pennsylvania","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","6","1","3","0","3","ice cream, unspecified;eggs, other",,"Multiple",,,
"1998","6","New Jersey","Food","Salmonella enterica","Enteritidis","Confirmed","Long-term care/nursing home/assisted living facility","19",,,"2","19",,,,,,
"1998","6","Florida","Food","Salmonella enterica",,"Suspected","Grocery store/bakery/deli/convenience store","2","1","2","0","2","potato, mashed",,"Multiple",,,
"1998","6","New York","Food","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","4","3","4","0","4","chicken, unspecified","chicken","Chicken",,,
"1998","6","Florida","Food","Salmonella enterica","Group B","Suspected","Restaurant: Other","3","1","3","0","3","taco, beef",,"Multiple",,,
"1998","6","Maryland","Food","Salmonella enterica","Cubana","Confirmed","Private home/residence","14",,,,,"sausage, unspecified;crab, unspecified;cookies, unspecified",,"Multiple",,,
"1998","6","New York","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Other","134","10","134","0","134","multiple foods",,,,,
"1998","6","New York","Food","Salmonella enterica","Typhimurium","Confirmed","Other","5",,,,,"guinea pig",,"Game",,,
"1998","6","Texas","Food","Salmonella enterica","Typhimurium","Confirmed",,"20",,,,,,,,,,
"1998","7","New York","Food","Salmonella enterica","Group B","Confirmed","Restaurant: Other","86","31","86","0","86",,,,,,
"1998","7","Mississippi","Food","Salmonella enterica","Heidelberg","Confirmed","Other","7",,,,,"ice cream, unspecified",,"Multiple",,,
"1998","7","Colorado","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","5","0",,"0",,,,,,,
"1998","7","California","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","4","2",,"0",,"chicken",,"Chicken",,,
"1998","7","Ohio","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","4","0","2","0","2","eggs, unspecified",,"Eggs",,,
"1998","7","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","6","2","8","0","8","ground beef, hamburger",,"Beef",,,
"1998","7","California","Food","Salmonella enterica","Enteritidis","Confirmed","Other","32","3","45","0","45","carnitas, unspecified",,"Multiple",,,
"1998","7","Illinois","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","8","4","19","0","19","potato, baked;cheese sauce",,"Multiple",,,
"1998","7","Washington","Food","Salmonella enterica","Montevideo","Confirmed",,"30",,"347",,"347",,,,,,
"1998","7","Arizona","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other;Other","58","11","58","0","58","Chile Rellenos","egg","Eggs",,,
"1998","7","California","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","4",,,,,"mixed vegetables, unspecified;chicken, unspecified",,"Multiple",,,
"1998","7","Colorado","Food","Salmonella enterica","Montevideo","Confirmed","Restaurant: Other","12",,"9","0","9","other food",,,,,
"1998","7","Colorado","Food","Salmonella enterica","Javiana","Confirmed","Private home/residence;Restaurant: Other","17",,,,,"tomatilla;salsa, unspecified",,"Multiple",,,
"1998","7","Florida","Food","Salmonella enterica","Group E1","Confirmed","Restaurant: Other","2","1","2","0","2","chicken, unspecified",,"Chicken",,,
"1998","7","Florida","Food","Salmonella enterica","Group B","Confirmed","Other","8","0","8","0","8","lasagna, unspecified",,"Multiple",,,
"1998","7","Maryland","Food","Salmonella enterica","Enteritidis","Confirmed","Correctional/detention facility","6",,,,,,,,,,
"1998","7","Multistate","Food","Salmonella enterica","Poona","Confirmed","Other","3",,,,,,,,,,
"1998","8","Massachusetts","Food","Salmonella enterica","Newport","Confirmed","Restaurant: Other","6",,"6","0","6","burrito, chicken",,"Multiple",,,
"1998","8","Washington","Food","Salmonella enterica","Heidelberg","Confirmed","Restaurant: Other","3",,"3",,"3",,,,,,
"1998","8","Maryland","Food","Salmonella enterica","Enteritidis","Confirmed","Religious facility","10",,,,,"shell egg, other","egg","Eggs",,,
"1998","8","Illinois","Food","Salmonella enterica","Braenderup","Confirmed","Other","11","0","12","0","12",,,,,,
"1998","8","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","4","0","2","0","2",,,,,,
"1998","8","Minnesota","Food","Salmonella enterica","Typhimurium","Confirmed","Other","33","3","33","0","33","chicken, kiev",,"Multiple",,,
"1998","8","California","Food","Salmonella enterica","Typhimurium var Cope","Confirmed","Restaurant: Other","16","0","16","0","16",,,,,,
"1998","8","Virginia","Food","Salmonella enterica","Enteritidis","Confirmed","Correctional/detention facility","41","0","41","0","41","chicken, unspecified",,"Chicken",,,
"1998","8","Ohio","Food","Salmonella enterica","Schwarzengrund","Confirmed","Private home/residence","3",,"0","0","0",,,,,,
"1998","8","Maryland","Food","Salmonella enterica","Enteritidis","Confirmed","Caterer","16","2","16",,,"cream puff;canoli, unspecified",,"Multiple",,,
"1998","8","New Jersey","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","8","1","1","0","0",,,,,,
"1998","8","Connecticut","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","5","0","5","0","5","stuffed shells, unspecified",,"Multiple",,,
"1998","8","Florida","Food","Salmonella enterica",,"Suspected","Restaurant: Other","2","1","2","0","2","other cheese, unspecified",,"Dairy",,,
"1998","8","Florida","Food","Salmonella enterica",,"Confirmed","Restaurant: Other","2",,,,,,,,,,
"1998","8","Georgia","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Other","33",,,,,"pork, BBQ",,"Multiple",,,
"1998","8","Louisiana","Food","Salmonella enterica","Infantis","Confirmed","Private home/residence","63","9","63","0","63","rice dishes, unspecified",,"Multiple",,,
"1998","8","Maryland","Food","Salmonella enterica","Typhimurium","Confirmed","Restaurant: Other","4","0","2","0","2",,,,,,
"1998","8","Hawaii","Food","Salmonella enterica","Enteritidis","Confirmed",,"38","3","38","0","38","eggs, other","egg","Eggs",,,
"1998","8","California","Food","Salmonella enterica","Heidelberg","Confirmed","Other","200","4","170","0","170","cake, unspecified",,"Multiple",,,
"1998","8","Texas","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","11","11","16","0","16","ice cream, homemade",,"Multiple",,,
"1998","8","Massachusetts","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","5",,"5",,"5",,,,,,
"1998","9","Illinois","Food","Salmonella enterica","Newport","Confirmed","Restaurant: Other","8","0","8","0","8",,,,,,
"1998","9","Florida","Food","Salmonella enterica",,"Confirmed","Long-term care/nursing home/assisted living facility","13",,,,,,,,,,
"1998","9","Maryland","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence;Caterer","50",,"57","0","57","cake, unspecified",,"Multiple",,,
"1998","9","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","23","1","23","0","23","Crab, cooked",,"Crustaceans",,,
"1998","9","Ohio","Food","Salmonella enterica","Heidelberg","Confirmed","Private home/residence","6","6",,"0",,,,,,,
"1998","9","Wyoming","Food","Salmonella enterica","Enteritidis","Confirmed","Unknown","6","0",,"0",,,,,,,
"1998","9","Florida","Food","Salmonella enterica",,"Suspected","Private home/residence","4","0","4","0","4","hot dog, unspecified",,"N/A",,,
"1998","9","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","5","1","2","0","2",,,,,,
"1998","9","California","Food","Salmonella enterica","Enteritidis","Confirmed","Long-term care/nursing home/assisted living facility","17","4","17","0","17",,,,,,
"1998","9","Georgia","Food","Salmonella enterica","Schwarzengrund","Confirmed",,"30",,"30","0","30",,,,,,
"1998","9","Georgia","Food","Salmonella enterica","Heidelberg","Confirmed","School/college/university","20","2","7",,,,,,,,
"1998","9","New York","Food","Salmonella enterica",,"Suspected","Other","26",,,,,,,,,,
"1998","9","New York","Food","Salmonella enterica","Group D2","Confirmed","Private home/residence","5","1","5",,,"ground beef, meatballs",,"Beef",,,
"1998","9","Vermont","Food","Salmonella enterica","Enteritidis","Confirmed","Caterer","4","0","4","0","4",,,,,,
"1998","9","Nevada","Food","Salmonella enterica","Enteritidis","Confirmed","Caterer","71","4","53",,"53","pasta, unspecified",,"Multiple",,,
"1998","9","Wisconsin","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","3","0","3","0","3","eggs, unspecified",,"Eggs",,,
"1998","9","Ohio","Food","Salmonella enterica","Typhimurium","Confirmed",,"6","6","6","0","0",,,,,,
"1998","9","Pennsylvania","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","2","1","2","0","2","tuna salad;lettuce, unspecified;chicken salad;carrots, unspecified",,"Multiple",,,
"1998","10","Illinois","Food","Salmonella enterica",,"Confirmed","Caterer","43","2","98","0","98","chicken, tandori",,"Multiple",,,
"1998","10","Minnesota","Food","Salmonella enterica","Typhimurium","Confirmed","Caterer","17","2","44","0","44","pork, roasted",,"Pork",,,
"1998","10","Ohio","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","3",,"3","0","3",,,,,,
"1998","10","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","15","1","42","0","42","turkey salad",,"Multiple",,,
"1998","10","Massachusetts","Food","Salmonella enterica","Typhimurium","Confirmed","Other","47","2","172","0","172","Raw Milk",,"Dairy",,,
"1998","10","California","Food","Salmonella enterica","Group C1","Suspected","Restaurant: Other","9","0","115","0","115",,,,,,
"1998","10","California","Food","Salmonella enterica","Enteritidis","Confirmed","Long-term care/nursing home/assisted living facility","4","4","86","1","86","eggs, unspecified",,"Eggs",,,
"1998","10","Washington","Food","Salmonella enterica","Group B","Confirmed","Restaurant: Other","15",,"11",,"11",,,,,,
"1998","10","California","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","19","2","80","0","80","chile relleno, unspecified",,"Multiple",,,
"1998","10","Florida","Food","Salmonella enterica",,"Suspected","Restaurant: Other","2","2","2","0","2","eggs, unspecified",,"Eggs",,,
"1998","10","Oregon","Food","Salmonella enterica","Stanley","Confirmed","School/college/university","6",,,,,,,,,,
"1998","11","California","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","10","0",,"0",,"stuffing, unspecified",,"Multiple",,,
"1998","11","California","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","10",,,,,,,,,,
"1998","11","West Virginia","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","11","0","17","0","17",,,,,,
"1998","11","Pennsylvania","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","12","3","14","0","14","stuffing, unspecified",,"Multiple",,,
"1998","11","Wisconsin","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","18","3","19","0","19","turkey, unspecified",,"Turkey",,,
"1998","11","Ohio","Food","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","12",,,"0",,,,,,,
"1998","11","New Jersey","Food","Salmonella enterica","Enteritidis","Confirmed",,"24","10","28","0","28","noodle casserole",,"Multiple",,,
"1998","11","Washington","Food","Salmonella enterica","Typhimurium","Confirmed","Other","50","1","29","0","29","smoked fish",,"Fish",,,
"1998","11","Massachusetts","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","6","0","7","0","7","pork fried rice",,"Multiple",,,
"1998","11","California","Food","Salmonella enterica","Thompson","Confirmed","Restaurant: Other","17","0","36","0","36","potato salad",,"Multiple",,,
"1998","12","Pennsylvania","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","21","7","33","0","33","potato stuffings;eggs, unspecified",,"Multiple",,,
"1998","12","Multistate","Food","Salmonella enterica","Baildon","Confirmed","Other;Long-term care/nursing home/assisted living facility","86","16","78","3","78","tomato, unspecified",,"Seeded Vegetables",,,
"1998","12","Maine","Food","Salmonella enterica","Muenchen","Confirmed","Restaurant: Other","2","0","2","0","2","chicken pot pie",,"Multiple",,,
"1998","12","Pennsylvania","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","7","0","16","0","16","oysters, unspecified;eggs, other",,"Multiple",,,
"1998","12","Minnesota","Food","Salmonella enterica","Braenderup","Confirmed","Restaurant: Other","9","0","9","0","9",,,,,,
"1999","1","Florida","Food","Salmonella enterica",,"Suspected","Grocery store/bakery/deli/convenience store","3","0","3","0","3","chicken, unspecified",,"Chicken",,,
"1999","1","Multistate","Food","Salmonella enterica","Mbandaka","Confirmed","Other","83","9","43","0","43","alfalfa sprouts",,"Sprouts",,,
"1999","1","Colorado","Food","Salmonella enterica","Braenderup","Confirmed","Restaurant: Other","3",,,,,"eggs, over-easy",,"Eggs",,,
"1999","1","Colorado","Food","Salmonella enterica","Typhimurium","Confirmed","Other","112","3","20","0","20","clover sprouts",,"Sprouts",,,
"1999","1","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","3","0","3","0","3","eggs benedict","egg","Eggs",,,
"1999","1","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","31","6","31","0","31","rice, yellow;chile relleno, unspecified","egg","Eggs",,,
"1999","1","California","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","2","1","2","0","2","eggs, other;chile relleno, unspecified",,"Multiple",,,
"1999","2","Michigan","Food","Salmonella enterica",,"Suspected","Other","26","0","26","0","26",,,,,,
"1999","2","Pennsylvania","Food","Salmonella enterica","Hadar","Confirmed","Caterer","104","5","72","0","72","chicken, baked","chicken","Chicken",,,
"1999","2","Ohio","Food","Salmonella enterica","Adelaide","Confirmed","Restaurant: Other;Private home/residence;Other","11",,,,,"frosting/icing, unspecified",,"Multiple",,,
"1999","2","Maryland","Food","Salmonella enterica",,"Suspected","Restaurant: Other","3","0","0","0","3","chef salad",,"Multiple",,,
"1999","2","Florida","Food","Salmonella enterica","Anatum","Confirmed","Other","10","0","7","0","7","orange juice, unpasteurized",,"Fruits",,,
"1999","2","Florida","Food","Salmonella enterica","Typhi","Confirmed","Private home/residence;Other;Restaurant: Other","16","14","16","0","16","mamey shake",,"Multiple",,,
"1999","2","Florida","Food","Salmonella enterica",,"Suspected","Restaurant: Other","3",,,,,"chicken salad",,"Multiple",,,
"1999","3","Maryland","Food","Salmonella enterica","Hadar","Confirmed","Other","55",,,,,"chicken salad",,"Multiple",,,
"1999","3","California","Food","Salmonella enterica","Typhimurium var Cope","Confirmed","Restaurant: Other","4","0","4","0","4",,,,,,
"1999","3","California","Food","Salmonella enterica","Thompson","Confirmed",,"35","3","35","0","35","cilantro, unspecified",,"Herbs",,,
"1999","4","Wisconsin","Food","Salmonella enterica","Give","Confirmed","Other","19","0","73","0","73","chicken, unspecified",,"Chicken",,,
"1999","4","Hawaii","Food","Salmonella enterica","Enteritidis","Confirmed",,"21",,"21","0","21","beef/steak dishes","egg","Eggs",,,
"1999","4","Maryland","Food","Salmonella enterica","Enteritidis","Confirmed","Caterer;Restaurant: Other","65","3","65","0","65","ham, unspecified;chicken salad","pork;chicken","Multiple",,,
"1999","4","California","Food","Salmonella enterica","Newbrunswick","Confirmed","Restaurant: Other","5",,,,,"chicken, buffalo wings",,"Multiple",,,
"1999","4","Pennsylvania","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","18","1",,"0",,"eggs, scrambled",,"Eggs",,,
"1999","5","Colorado","Food","Salmonella enterica",,"Suspected","Restaurant: Other","2","0","2","0","2","enchilada, chicken","chicken","Chicken",,,
"1999","5","California","Food","Salmonella enterica","Braenderup","Confirmed","Private home/residence","7",,"7",,"7","chicken, unspecified",,"Chicken",,,
"1999","5","Alabama","Food","Salmonella enterica","Hartford","Confirmed","Restaurant: Other","4","0","4","0","4",,,,,,
"1999","5","Virginia","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","13","0","22","0","22","unspecified fruit",,"Fruits",,,
"1999","5","California","Food","Salmonella enterica","Saintpaul","Confirmed","Other","36","2","36","0","36","clover sprouts",,"Sprouts",,,
"1999","5","Minnesota","Food","Salmonella enterica","Heidelberg","Confirmed","Restaurant: Other","3","2","5","0","8",,,,,,
"1999","5","South Dakota","Food","Salmonella enterica","Enteritidis","Confirmed","Private home/residence","2","0",,"0",,,,,,,
"1999","5","Virginia","Food","Salmonella enterica","Muenchen","Confirmed","Restaurant: Other","22",,"22","0","22","chicken, other",,"Chicken",,,
"1999","5","Virginia","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","177","8","88","0","88","pork, bacon;ham, unspecified;french toast, unspecified","egg","Eggs",,,
"1999","5","Pennsylvania","Food","Salmonella enterica","Heidelberg","Confirmed","Private home/residence","25",,,,,"caesar salad",,"Multiple",,,
"1999","5","Missouri","Food","Salmonella enterica","Enteritidis","Confirmed","Religious facility","39","2","39","0","39","pie, merengue","Cream filling","Multiple",,,
"1999","5","Maryland","Food","Salmonella enterica","Typhimurium","Confirmed","Hospital","151","1","151","0","151",,,,,,
"1999","5","Massachusetts","Food","Salmonella enterica","Enteritidis","Confirmed","Restaurant: Other","70",,"26","0","26","manicotti, unspecified","egg","Eggs",,,
"1999","5","Georgia","Food","Salmonella enterica","Schwarzengrund","Confirmed",,"3",,"3","0","3",,,,,,
"1999","6","New York","Food","Salmonella enterica","Typhimurium","Confirmed","Private home/residence","12",,,,,,,,,,
"1999","6","Missouri","Water","Salmonella enterica","Typhimurium","Confirmed","Community/municipality","124","17",,"0",,,,,"Drinking water","Community",
"1999","6","New Jersey","Food","Salmonella enterica","Enteritidis","Confirmed",,"2","0",,"0",,,,,,,
"1999","6","California","Food","Salmonella enterica",,"Suspected","Restaurant: Other","2","0","2","0","2","hollandaise sauce",,"Multiple",,,
"1999","6","New Jersey","Food","Salmonella enterica","unknown","Confirmed","Restaurant: Other","2","0","2","0","2",,,,,,
"1999","6","New Jersey","Food","Salmonella enterica","unknown","Confirmed","Restaurant: Other","4","1","5","0","5",,,,,,
"1999","6","California","Food","Salmonella enterica","Thompson","Confirmed","Private home/residence","47","0","56","0","56","tripe;beef, unspecified",,"Beef",,,
"1999","6","Connecticut","Food","Salmonella enterica","Miami","Confirmed","Restaurant: Other","19","4","18","0","18",,,,,,
"1999","6","Maryland","Food","Salmonella enterica","Montevideo","Confirmed","Restaurant: Other","19",,"7","0","7","sandwich, beef",,"Multiple",,,
"1999","6","Multistate","Food","Salmonella enterica","Muenchen","Confirmed","Other","398",,,,,"orange juice, unpasteurized",,"Fruits",,,
"1999","6","Minnesota","Food","Salmonella enterica","Heidelberg","Confirmed","Restaurant: Other","50","9","34","0","35",,,,,,
"1999","6","Minnesota","Food","Salmonella enterica","Montevideo","Confirmed","Restaurant: Other","11","0","11","0","11",,,,,,
"1999","6","New Mexico","Food","Salmonella enterica","Oranienburg","Confirmed","Restaurant: Other","73","16","73","0","73","nachos and cheese;burrito, beef",,"Multiple",,,
"1999","6","New York","Food","Salmonella enterica","Heidelberg","Confirmed","Other","41",,,,,"chicken, BBQ","chicken","Chicken",,,
