State,Week Ending Date,Year,WeekOfYear,WeekIndex,Cases,Total ICU Patients Hospitalized with Influenza,Total Influenza Admissions,Total Pediatric Influenza Admissions,"Number of Adult Influenza Admissions, 18-49 years","Number of Adult Influenza Admissions, 50-64 years","Number of Adult Influenza Admissions, 65-74 years","Number of Adult Influenza Admissions, 75 plus years",Number of Inpatient Beds,Number of ICU Beds,Number of Inpatient Beds Occupied,Number of ICU Beds Occupied,Percent Inpatient Beds Occupied,Percent Inpatient Beds Occupied by Influenza Patients,Percent ICU Beds Occupied,Percent ICU Beds Occupied by Influenza Patients,Vax_Coverage_Pct,Outbreak,Cases_lag_1w,Cases_lag_2w,Cases_lag_4w,Cases_lag_8w,Percent Inpatient Beds Occupied by Influenza Patients_lag_1w,Percent Inpatient Beds Occupied by Influenza Patients_lag_2w,Percent Inpatient Beds Occupied by Influenza Patients_lag_4w,Percent Inpatient Beds Occupied by Influenza Patients_lag_8w
NJ,2021-03-20,2021,11,32,35.0,3.0,11.0,0.0,3.0,2.5,2.0,6.0,20850.0,3323.0,14470.0,1582.0,0.69,0.0,0.48,0.0,41.89615384615385,0,36.0,33.0,26.0,5.0,0.0,0.0,0.0,0.0
NJ,2021-03-27,2021,12,33,40.0,2.0,7.0,0.0,3.0,2.5,2.0,6.0,20865.0,3309.0,14567.0,1620.0,0.7,0.0,0.49,0.0,41.89615384615385,0,35.0,36.0,34.0,12.0,0.0,0.0,0.0,0.0
NJ,2021-04-03,2021,13,34,40.0,2.0,7.0,0.0,3.0,2.5,2.0,6.0,20870.0,3321.0,14514.0,1612.0,0.7,0.0,0.49,0.0,41.89615384615385,0,40.0,35.0,33.0,17.0,0.0,0.0,0.0,0.0
NJ,2021-04-10,2021,14,35,44.0,2.0,9.0,0.0,3.0,2.5,2.0,6.0,20902.0,3355.0,14480.0,1610.0,0.69,0.0,0.48,0.0,41.89615384615385,0,40.0,40.0,36.0,23.0,0.0,0.0,0.0,0.0
NJ,2021-04-17,2021,15,36,45.0,4.0,10.0,0.0,3.0,2.5,2.0,6.0,20940.0,3335.0,14920.0,1680.0,0.71,0.0,0.5,0.0,41.89615384615385,0,44.0,40.0,35.0,26.0,0.0,0.0,0.0,0.0
NJ,2021-04-24,2021,16,37,44.0,3.0,10.0,0.0,3.0,2.5,2.0,6.0,20929.0,3319.0,14657.0,1643.0,0.7,0.0,0.49,0.0,41.89615384615385,0,45.0,44.0,40.0,34.0,0.0,0.0,0.0,0.0
NJ,2021-05-01,2021,17,38,42.0,2.0,5.0,0.0,3.0,2.5,2.0,6.0,20885.0,3291.0,14608.0,1625.0,0.7,0.0,0.49,0.0,41.89615384615385,0,44.0,45.0,40.0,33.0,0.0,0.0,0.0,0.0
NJ,2021-05-08,2021,18,39,48.0,2.0,8.0,0.0,3.0,2.5,2.0,6.0,20931.0,3308.0,14247.0,1581.0,0.68,0.0,0.48,0.0,41.89615384615385,0,42.0,44.0,44.0,36.0,0.0,0.0,0.0,0.0
NJ,2021-05-15,2021,19,40,55.0,4.0,15.0,0.0,3.0,2.5,2.0,6.0,20921.0,3306.0,13817.0,1516.0,0.66,0.0,0.46,0.0,41.89615384615385,0,48.0,42.0,45.0,35.0,0.0,0.0,0.0,0.0
NJ,2021-05-22,2021,20,41,54.0,3.0,6.0,0.0,3.0,2.5,2.0,6.0,20898.0,3277.0,13973.0,1489.0,0.67,0.0,0.45,0.0,41.89615384615385,0,55.0,48.0,44.0,40.0,0.0,0.0,0.0,0.0
NJ,2021-05-29,2021,21,42,53.0,2.0,4.0,0.0,3.0,2.5,2.0,6.0,20898.0,3324.0,13898.0,1486.0,0.67,0.0,0.45,0.0,41.89615384615385,0,54.0,55.0,42.0,40.0,0.0,0.0,0.0,0.0
NJ,2021-06-05,2021,22,43,51.0,2.0,2.0,0.0,3.0,2.5,2.0,6.0,20883.0,3259.0,13450.0,1418.0,0.64,0.0,0.44,0.0,41.89615384615385,0,53.0,54.0,48.0,44.0,0.0,0.0,0.0,0.0
NJ,2021-06-12,2021,23,44,50.0,2.0,6.0,0.0,3.0,2.5,2.0,6.0,20869.0,3269.0,14044.0,1443.0,0.67,0.0,0.44,0.0,41.89615384615385,0,51.0,53.0,55.0,45.0,0.0,0.0,0.0,0.0
NJ,2021-06-19,2021,24,45,51.0,2.0,5.0,0.0,3.0,2.5,2.0,6.0,20878.0,3266.0,13930.0,1425.0,0.67,0.0,0.44,0.0,41.89615384615385,0,50.0,51.0,54.0,44.0,0.0,0.0,0.0,0.0
NJ,2021-06-26,2021,25,46,54.0,2.0,5.0,0.0,3.0,2.5,2.0,6.0,20899.0,3232.0,13854.0,1384.0,0.66,0.0,0.43,0.0,41.89615384615385,0,51.0,50.0,53.0,42.0,0.0,0.0,0.0,0.0
NJ,2021-07-03,2021,26,47,54.0,2.0,2.0,0.0,3.0,2.5,2.0,6.0,20822.0,3254.0,13742.0,1359.0,0.66,0.0,0.42,0.0,41.89615384615385,0,54.0,51.0,51.0,48.0,0.0,0.0,0.0,0.0
NJ,2021-07-10,2021,27,48,53.0,2.0,4.0,0.0,3.0,2.5,2.0,6.0,20866.0,3244.0,13826.0,1392.0,0.66,0.0,0.43,0.0,41.89615384615385,0,54.0,54.0,50.0,55.0,0.0,0.0,0.0,0.0
NJ,2021-07-17,2021,28,49,54.0,2.0,2.0,0.0,3.0,2.5,2.0,6.0,20900.0,3227.0,14231.0,1435.0,0.68,0.0,0.44,0.0,41.89615384615385,0,53.0,54.0,51.0,54.0,0.0,0.0,0.0,0.0
NJ,2021-07-24,2021,29,50,55.0,2.0,4.0,0.0,3.0,2.5,2.0,6.0,20914.0,3224.0,14214.0,1440.0,0.68,0.0,0.45,0.0,41.89615384615385,0,54.0,53.0,54.0,53.0,0.0,0.0,0.0,0.0
NJ,2021-07-31,2021,30,51,55.0,2.0,4.0,0.0,3.0,2.5,2.0,6.0,20924.0,3286.0,14162.0,1430.0,0.68,0.0,0.44,0.0,41.89615384615385,0,55.0,54.0,54.0,51.0,0.0,0.0,0.0,0.0
NJ,2021-08-07,2021,31,52,54.0,2.0,1.0,0.0,3.0,2.5,2.0,6.0,20934.0,3255.0,14050.0,1396.0,0.67,0.0,0.43,0.0,41.89615384615385,0,55.0,55.0,53.0,50.0,0.0,0.0,0.0,0.0
NJ,2021-08-14,2021,32,53,54.0,2.0,3.0,0.0,3.0,2.5,2.0,6.0,20969.0,3253.0,14204.0,1433.0,0.68,0.0,0.44,0.0,41.89615384615385,0,54.0,55.0,54.0,51.0,0.0,0.0,0.0,0.0
NJ,2021-08-21,2021,33,54,54.0,2.0,2.0,0.0,3.0,2.5,2.0,6.0,21018.0,3236.0,14160.0,1465.0,0.67,0.0,0.45,0.0,41.89615384615385,0,54.0,54.0,55.0,54.0,0.0,0.0,0.0,0.0
NJ,2021-08-28,2021,34,55,57.0,4.0,6.0,0.0,3.0,2.5,2.0,6.0,20990.0,3209.0,14267.0,1471.0,0.68,0.0,0.46,0.0,41.89615384615385,0,54.0,54.0,55.0,54.0,0.0,0.0,0.0,0.0
NJ,2021-09-04,2021,35,56,56.0,3.0,3.0,0.0,3.0,2.5,2.0,6.0,21002.0,3208.0,14303.0,1518.0,0.68,0.0,0.47,0.0,41.89615384615385,0,57.0,54.0,54.0,53.0,0.0,0.0,0.0,0.0
NJ,2021-09-11,2021,36,57,56.0,3.0,3.0,0.0,3.0,2.5,2.0,6.0,20980.0,3193.0,14327.0,1499.0,0.68,0.0,0.47,0.0,41.89615384615385,0,56.0,57.0,54.0,54.0,0.0,0.0,0.0,0.0
NJ,2021-09-18,2021,37,58,58.0,4.0,3.0,0.0,3.0,2.5,2.0,6.0,21023.0,3222.0,14855.0,1546.0,0.71,0.0,0.48,0.0,41.89615384615385,0,56.0,56.0,54.0,55.0,0.0,0.0,0.0,0.0
NJ,2021-09-25,2021,38,59,59.0,4.0,7.0,0.0,3.0,2.5,2.0,6.0,21021.0,3238.0,14598.0,1531.0,0.69,0.0,0.47,0.0,41.89615384615385,0,58.0,56.0,57.0,55.0,0.0,0.0,0.0,0.0
NJ,2021-10-02,2021,39,60,59.0,4.0,7.0,0.0,3.0,2.5,2.0,6.0,21011.0,3225.0,14524.0,1535.0,0.69,0.0,0.48,0.0,41.89615384615385,0,59.0,58.0,56.0,54.0,0.0,0.0,0.0,0.0
NJ,2021-10-09,2021,40,61,58.0,4.0,5.0,0.0,3.0,2.5,2.0,6.0,21012.0,3205.0,14596.0,1553.0,0.69,0.0,0.48,0.0,41.89615384615385,0,59.0,59.0,56.0,54.0,0.0,0.0,0.0,0.0
NJ,2021-10-16,2021,41,62,56.0,3.0,2.0,0.0,3.0,2.5,2.0,6.0,21027.0,3217.0,14403.0,1525.0,0.68,0.0,0.47,0.0,41.89615384615385,0,58.0,59.0,58.0,54.0,0.0,0.0,0.0,0.0
NJ,2021-10-23,2021,42,63,59.0,3.0,11.0,0.0,3.0,2.5,2.0,6.0,21037.0,3232.0,14530.0,1563.0,0.69,0.0,0.48,0.0,41.89615384615385,0,56.0,58.0,59.0,57.0,0.0,0.0,0.0,0.0
NJ,2021-10-30,2021,43,64,58.0,3.0,2.0,0.0,3.0,2.5,2.0,6.0,21036.0,3249.0,14562.0,1578.0,0.69,0.0,0.49,0.0,41.89615384615385,0,59.0,56.0,59.0,56.0,0.0,0.0,0.0,0.0
NJ,2021-11-06,2021,44,65,56.0,2.0,3.0,0.0,3.0,2.5,2.0,6.0,21091.0,3224.0,14252.0,1555.0,0.68,0.0,0.48,0.0,41.89615384615385,0,58.0,59.0,58.0,56.0,0.0,0.0,0.0,0.0
NJ,2021-11-13,2021,45,66,59.0,3.0,7.0,0.0,3.0,2.5,2.0,6.0,20962.0,3215.0,14300.0,1505.0,0.68,0.0,0.47,0.0,41.89615384615385,0,56.0,58.0,56.0,58.0,0.0,0.0,0.0,0.0
NJ,2021-11-20,2021,46,67,63.0,5.0,12.0,0.0,3.0,2.5,2.0,6.0,20978.0,3220.0,14403.0,1518.0,0.69,0.0,0.47,0.0,41.89615384615385,0,59.0,56.0,59.0,59.0,0.0,0.0,0.0,0.0
NJ,2021-11-27,2021,47,68,69.0,6.0,17.0,0.0,3.0,2.5,2.0,6.0,20888.0,3188.0,13681.0,1469.0,0.65,0.0,0.46,0.0,41.89615384615385,0,63.0,59.0,58.0,59.0,0.0,0.0,0.0,0.0
NJ,2021-12-04,2021,48,69,76.0,7.0,36.0,0.0,3.0,2.5,2.0,6.0,20482.0,3121.0,14110.0,1523.0,0.69,0.0,0.49,0.0,41.89615384615385,0,69.0,63.0,56.0,58.0,0.0,0.0,0.0,0.0
NJ,2021-12-11,2021,49,70,89.0,8.0,47.0,0.0,3.0,2.5,2.0,6.0,20830.0,3202.0,14873.0,1618.0,0.71,0.0,0.51,0.0,41.89615384615385,0,76.0,69.0,59.0,56.0,0.0,0.0,0.0,0.0
NJ,2021-12-18,2021,50,71,95.0,7.0,69.0,0.0,3.0,2.5,2.0,6.0,20890.0,3264.0,14873.0,1620.0,0.71,0.0,0.5,0.0,41.89615384615385,0,89.0,76.0,63.0,59.0,0.0,0.0,0.0,0.0
NJ,2021-12-25,2021,51,72,113.0,12.0,50.0,0.0,3.0,2.5,2.0,6.0,20896.0,3288.0,14162.0,1547.0,0.68,0.01,0.47,0.0,41.89615384615385,0,95.0,89.0,69.0,58.0,0.0,0.0,0.0,0.0
NJ,2022-01-01,2022,52,73,103.0,11.0,53.0,0.0,3.0,2.5,2.0,6.0,20961.0,3334.0,14107.0,1561.0,0.67,0.0,0.47,0.0,39.16864864864865,0,113.0,95.0,76.0,56.0,0.01,0.0,0.0,0.0
NJ,2022-01-08,2022,1,74,114.0,17.0,43.0,0.0,3.0,2.5,2.0,6.0,20945.0,3309.0,14981.0,1670.0,0.72,0.01,0.5,0.01,39.16864864864865,0,103.0,113.0,89.0,59.0,0.0,0.01,0.0,0.0
NJ,2022-01-15,2022,2,75,56.0,18.0,26.0,0.0,3.0,2.5,2.0,6.0,20925.0,3306.0,15074.0,1762.0,0.72,0.0,0.53,0.01,39.16864864864865,0,114.0,103.0,95.0,63.0,0.01,0.0,0.0,0.0
NJ,2022-01-22,2022,3,76,37.0,12.0,17.0,0.0,3.0,2.5,2.0,6.0,20957.0,3306.0,14827.0,1728.0,0.71,0.0,0.52,0.0,39.16864864864865,0,56.0,114.0,113.0,69.0,0.0,0.01,0.01,0.0
NJ,2022-01-29,2022,4,77,32.0,11.0,19.0,0.0,3.0,2.5,2.0,6.0,21000.0,3370.0,14398.0,1643.0,0.69,0.0,0.49,0.0,39.16864864864865,0,37.0,56.0,103.0,76.0,0.0,0.0,0.0,0.0
NJ,2022-02-05,2022,5,78,28.0,9.0,18.0,0.0,3.0,2.5,2.0,6.0,20857.0,3335.0,13557.0,1615.0,0.65,0.0,0.48,0.0,39.16864864864865,0,32.0,37.0,114.0,89.0,0.0,0.0,0.01,0.0
NJ,2022-02-12,2022,6,79,24.0,6.0,20.0,0.0,3.0,2.5,2.0,6.0,20876.0,3291.0,13510.0,1599.0,0.65,0.0,0.49,0.0,39.16864864864865,0,28.0,32.0,56.0,95.0,0.0,0.0,0.0,0.0
NJ,2022-02-19,2022,7,80,21.0,4.0,22.0,0.0,3.0,2.5,2.0,6.0,20849.0,3248.0,13459.0,1531.0,0.65,0.0,0.47,0.0,39.16864864864865,0,24.0,28.0,37.0,113.0,0.0,0.0,0.0,0.01
NJ,2022-02-26,2022,8,81,20.0,4.0,28.0,0.0,3.0,2.5,2.0,6.0,20830.0,3232.0,13623.0,1495.0,0.65,0.0,0.46,0.0,39.16864864864865,0,21.0,24.0,32.0,103.0,0.0,0.0,0.0,0.0
NJ,2022-03-05,2022,9,82,22.0,4.0,33.0,0.0,3.0,2.5,2.0,6.0,20665.0,3188.0,13494.0,1474.0,0.65,0.0,0.46,0.0,39.16864864864865,0,20.0,21.0,28.0,114.0,0.0,0.0,0.0,0.01
NJ,2022-03-12,2022,10,83,20.0,4.0,30.0,0.0,3.0,2.5,2.0,6.0,20782.0,3215.0,13543.0,1465.0,0.65,0.0,0.46,0.0,39.16864864864865,0,22.0,20.0,24.0,56.0,0.0,0.0,0.0,0.0
NJ,2022-03-19,2022,11,84,25.0,3.0,41.0,0.0,3.0,2.5,2.0,6.0,20671.0,3200.0,13429.0,1452.0,0.65,0.0,0.45,0.0,39.16864864864865,0,20.0,22.0,21.0,37.0,0.0,0.0,0.0,0.0
NJ,2022-03-26,2022,12,85,34.0,4.0,60.0,0.0,3.0,2.5,2.0,6.0,20691.0,3199.0,13431.0,1443.0,0.65,0.0,0.45,0.0,39.16864864864865,0,25.0,20.0,20.0,32.0,0.0,0.0,0.0,0.0
NJ,2022-04-02,2022,13,86,54.0,6.0,80.0,0.0,3.0,2.5,2.0,6.0,20687.0,3188.0,13378.0,1415.0,0.65,0.0,0.44,0.0,39.16864864864865,0,34.0,25.0,22.0,28.0,0.0,0.0,0.0,0.0
NJ,2022-04-09,2022,14,87,75.0,9.0,136.0,0.0,3.0,2.5,2.0,6.0,20704.0,3170.0,13813.0,1396.0,0.67,0.0,0.44,0.0,39.16864864864865,0,54.0,34.0,20.0,24.0,0.0,0.0,0.0,0.0
NJ,2022-04-16,2022,15,88,94.0,11.0,140.0,0.0,3.0,2.5,2.0,6.0,20715.0,3172.0,13772.0,1405.0,0.66,0.0,0.44,0.0,39.16864864864865,0,75.0,54.0,25.0,21.0,0.0,0.0,0.0,0.0
NJ,2022-04-23,2022,16,89,89.0,10.0,126.0,0.0,3.0,2.5,2.0,6.0,20707.0,3202.0,13434.0,1362.0,0.65,0.0,0.43,0.0,39.16864864864865,0,94.0,75.0,34.0,20.0,0.0,0.0,0.0,0.0
NJ,2022-04-30,2022,17,90,88.0,8.0,125.0,0.0,3.0,2.5,2.0,6.0,20772.0,3217.0,13661.0,1373.0,0.66,0.0,0.43,0.0,39.16864864864865,0,89.0,94.0,54.0,22.0,0.0,0.0,0.0,0.0
NJ,2022-05-07,2022,18,91,86.0,13.0,119.0,0.0,3.0,2.5,2.0,6.0,20738.0,3206.0,13752.0,1380.0,0.66,0.0,0.43,0.0,39.16864864864865,0,88.0,89.0,75.0,20.0,0.0,0.0,0.0,0.0
NJ,2022-05-14,2022,19,92,70.0,10.0,95.0,0.0,3.0,2.5,2.0,6.0,20715.0,3233.0,13802.0,1398.0,0.67,0.0,0.43,0.0,39.16864864864865,0,86.0,88.0,94.0,25.0,0.0,0.0,0.0,0.0
NJ,2022-05-21,2022,20,93,73.0,10.0,87.0,0.0,3.0,2.5,2.0,6.0,20273.0,3168.0,13767.0,1403.0,0.68,0.0,0.44,0.0,39.16864864864865,0,70.0,86.0,89.0,34.0,0.0,0.0,0.0,0.0
NJ,2022-05-28,2022,21,94,69.0,11.0,75.0,0.0,3.0,2.5,2.0,6.0,20773.0,3254.0,14114.0,1433.0,0.68,0.0,0.44,0.0,39.16864864864865,0,73.0,70.0,88.0,54.0,0.0,0.0,0.0,0.0
NJ,2022-06-04,2022,22,95,55.0,12.0,52.0,0.0,3.0,2.5,2.0,6.0,20780.0,3253.0,13960.0,1392.0,0.67,0.0,0.43,0.0,39.16864864864865,0,69.0,73.0,86.0,75.0,0.0,0.0,0.0,0.0
NJ,2022-06-11,2022,23,96,34.0,8.0,42.0,0.0,3.0,2.5,2.0,6.0,20795.0,3252.0,14079.0,1417.0,0.68,0.0,0.44,0.0,39.16864864864865,0,55.0,69.0,70.0,94.0,0.0,0.0,0.0,0.0
NJ,2022-06-18,2022,24,97,54.0,10.0,43.0,0.0,3.0,2.5,2.0,6.0,20790.0,3253.0,14181.0,1430.0,0.68,0.0,0.44,0.0,39.16864864864865,0,34.0,55.0,73.0,89.0,0.0,0.0,0.0,0.0
NJ,2022-06-25,2022,25,98,25.0,8.0,23.0,0.0,3.0,2.5,2.0,6.0,20754.0,3251.0,13865.0,1413.0,0.67,0.0,0.43,0.0,39.16864864864865,0,54.0,34.0,69.0,88.0,0.0,0.0,0.0,0.0
NJ,2022-07-02,2022,26,99,17.0,5.0,11.0,0.0,3.0,2.5,2.0,6.0,20795.0,3254.0,14169.0,1434.0,0.68,0.0,0.44,0.0,39.16864864864865,0,25.0,54.0,55.0,86.0,0.0,0.0,0.0,0.0
NJ,2022-07-09,2022,27,100,15.0,4.0,15.0,0.0,3.0,2.5,2.0,6.0,20749.0,3240.0,13964.0,1399.0,0.67,0.0,0.43,0.0,39.16864864864865,0,17.0,25.0,34.0,70.0,0.0,0.0,0.0,0.0
NJ,2022-07-16,2022,28,101,11.0,2.0,17.0,0.0,3.0,2.5,2.0,6.0,20787.0,3239.0,14306.0,1439.0,0.69,0.0,0.44,0.0,39.16864864864865,0,15.0,17.0,54.0,73.0,0.0,0.0,0.0,0.0
NJ,2022-07-23,2022,29,102,7.0,2.0,8.0,0.0,3.0,2.5,2.0,6.0,20718.0,3263.0,14086.0,1391.0,0.68,0.0,0.43,0.0,39.16864864864865,0,11.0,15.0,25.0,69.0,0.0,0.0,0.0,0.0
NJ,2022-07-30,2022,30,103,6.0,2.0,9.0,0.0,3.0,2.5,2.0,6.0,20751.0,3254.0,14398.0,1445.0,0.69,0.0,0.44,0.0,39.16864864864865,0,7.0,11.0,17.0,55.0,0.0,0.0,0.0,0.0
NJ,2022-08-06,2022,31,104,8.0,4.0,16.0,0.0,3.0,2.5,2.0,6.0,20768.0,3255.0,14254.0,1435.0,0.69,0.0,0.44,0.0,39.16864864864865,0,6.0,7.0,15.0,34.0,0.0,0.0,0.0,0.0
NJ,2022-08-13,2022,32,105,9.0,3.0,9.0,0.0,3.0,2.5,2.0,6.0,20741.0,3254.0,14182.0,1464.0,0.68,0.0,0.45,0.0,39.16864864864865,0,8.0,6.0,11.0,54.0,0.0,0.0,0.0,0.0
NJ,2022-08-20,2022,33,106,7.0,2.0,7.0,0.0,3.0,2.5,2.0,6.0,20746.0,3253.0,14144.0,1425.0,0.68,0.0,0.44,0.0,39.16864864864865,0,9.0,8.0,7.0,25.0,0.0,0.0,0.0,0.0
NJ,2022-08-27,2022,34,107,10.0,3.0,12.0,0.0,3.0,2.5,2.0,6.0,20744.0,3239.0,14188.0,1415.0,0.68,0.0,0.44,0.0,39.16864864864865,0,7.0,9.0,6.0,17.0,0.0,0.0,0.0,0.0
NJ,2022-09-03,2022,35,108,7.0,1.0,8.0,0.0,3.0,2.5,2.0,6.0,20730.0,3208.0,14021.0,1365.0,0.68,0.0,0.43,0.0,39.16864864864865,0,10.0,7.0,8.0,15.0,0.0,0.0,0.0,0.0
NJ,2022-09-10,2022,36,109,7.0,1.0,7.0,0.0,3.0,2.5,2.0,6.0,20758.0,3200.0,13781.0,1390.0,0.66,0.0,0.43,0.0,39.16864864864865,0,7.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0
NJ,2022-09-17,2022,37,110,6.0,0.0,10.0,0.0,3.0,2.5,2.0,6.0,20767.0,3172.0,14084.0,1415.0,0.68,0.0,0.45,0.0,39.16864864864865,0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0
NJ,2022-09-24,2022,38,111,9.0,2.0,15.0,0.0,3.0,2.5,2.0,6.0,20745.0,3182.0,14194.0,1463.0,0.68,0.0,0.46,0.0,39.16864864864865,0,6.0,7.0,10.0,6.0,0.0,0.0,0.0,0.0
NJ,2022-10-01,2022,39,112,11.0,1.0,21.0,0.0,3.0,2.5,2.0,6.0,20705.0,3199.0,14108.0,1466.0,0.68,0.0,0.46,0.0,39.16864864864865,0,9.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
NJ,2022-10-08,2022,40,113,13.0,1.0,24.0,0.0,3.0,2.5,2.0,6.0,20725.0,3144.0,14137.0,1425.0,0.68,0.0,0.45,0.0,39.16864864864865,0,11.0,9.0,7.0,9.0,0.0,0.0,0.0,0.0
NJ,2022-10-15,2022,41,114,16.0,2.0,32.0,0.0,3.0,2.5,2.0,6.0,20742.0,3132.0,14451.0,1435.0,0.7,0.0,0.46,0.0,39.16864864864865,0,13.0,11.0,6.0,7.0,0.0,0.0,0.0,0.0
NJ,2022-10-22,2022,42,115,23.0,1.0,35.0,0.0,3.0,2.5,2.0,6.0,20773.0,3112.0,14383.0,1443.0,0.69,0.0,0.46,0.0,39.16864864864865,0,16.0,13.0,9.0,10.0,0.0,0.0,0.0,0.0
NJ,2022-10-29,2022,43,116,38.0,4.0,67.0,0.0,3.0,2.5,2.0,6.0,20734.0,3128.0,14449.0,1456.0,0.7,0.0,0.47,0.0,39.16864864864865,0,23.0,16.0,11.0,7.0,0.0,0.0,0.0,0.0
NJ,2022-11-05,2022,44,117,72.0,11.0,166.0,0.0,3.0,2.5,2.0,6.0,20758.0,3127.0,14434.0,1480.0,0.7,0.0,0.47,0.0,39.16864864864865,0,38.0,23.0,13.0,7.0,0.0,0.0,0.0,0.0
NJ,2022-11-12,2022,45,118,135.0,13.0,295.0,0.0,3.0,2.5,2.0,6.0,20772.0,3128.0,14473.0,1447.0,0.7,0.01,0.46,0.0,39.16864864864865,0,72.0,38.0,16.0,6.0,0.0,0.0,0.0,0.0
NJ,2022-11-19,2022,46,119,171.0,26.0,320.0,0.0,3.0,2.5,2.0,6.0,20729.0,3126.0,14316.0,1446.0,0.69,0.01,0.46,0.01,39.16864864864865,1,135.0,72.0,23.0,9.0,0.01,0.0,0.0,0.0
NJ,2022-11-26,2022,47,120,268.0,37.0,513.0,0.0,3.0,2.5,2.0,6.0,20646.0,3124.0,13705.0,1396.0,0.66,0.01,0.45,0.01,39.16864864864865,1,171.0,135.0,38.0,11.0,0.01,0.01,0.0,0.0
NJ,2022-12-03,2022,48,121,531.0,87.0,995.0,0.0,3.0,2.5,2.0,6.0,20695.0,3138.0,14661.0,1503.0,0.71,0.03,0.48,0.03,39.16864864864865,1,268.0,171.0,72.0,13.0,0.01,0.01,0.0,0.0
NJ,2022-12-10,2022,49,122,572.0,90.0,756.0,0.0,3.0,2.5,2.0,6.0,20700.0,3126.0,14662.0,1517.0,0.71,0.03,0.49,0.03,39.16864864864865,1,531.0,268.0,135.0,16.0,0.03,0.01,0.01,0.0
NJ,2022-12-17,2022,50,123,499.0,80.0,606.0,0.0,3.0,2.5,2.0,6.0,20971.0,3176.0,14676.0,1506.0,0.7,0.02,0.47,0.03,39.16864864864865,1,572.0,531.0,171.0,23.0,0.03,0.03,0.01,0.0
NJ,2022-12-24,2022,51,124,407.0,65.0,522.0,0.0,3.0,2.5,2.0,6.0,20898.0,3145.0,14292.0,1484.0,0.68,0.02,0.47,0.02,39.16864864864865,1,499.0,572.0,268.0,38.0,0.02,0.03,0.01,0.0
NJ,2022-12-31,2022,52,125,389.0,59.0,476.0,0.0,3.0,2.5,2.0,6.0,20824.0,3123.0,13639.0,1476.0,0.66,0.02,0.47,0.02,39.16864864864865,1,407.0,499.0,531.0,72.0,0.02,0.02,0.03,0.0
NM,2020-10-03,2020,40,8,3.0,1.0,4.0,1.0,2.5,1.0,1.0,1.0,3314.0,560.0,2158.0,341.0,0.65,0.0,0.61,0.0,36.36390243902439,0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
NM,2020-10-10,2020,41,9,3.0,1.0,4.0,1.0,2.5,1.0,1.0,1.0,3486.0,577.0,2198.0,344.0,0.63,0.0,0.6,0.0,36.36390243902439,0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
NM,2020-10-17,2020,42,10,3.0,1.0,4.0,1.0,2.5,1.0,1.0,1.0,3378.0,560.0,2168.0,351.0,0.64,0.0,0.63,0.0,36.36390243902439,0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
NM,2020-10-24,2020,43,11,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,3252.0,522.0,2120.0,379.0,0.65,0.0,0.73,0.0,36.36390243902439,0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
NM,2020-10-31,2020,44,12,2.0,0.0,5.0,1.0,2.5,1.0,1.0,1.0,3254.0,507.0,2206.0,401.0,0.68,0.0,0.79,0.0,36.36390243902439,0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
NM,2020-11-07,2020,45,13,4.0,0.0,10.0,1.0,2.5,1.0,1.0,1.0,3273.0,514.0,2155.0,385.0,0.66,0.0,0.75,0.0,36.36390243902439,0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
NM,2020-11-14,2020,46,14,5.0,1.0,7.0,1.0,2.5,1.0,1.0,1.0,3631.0,578.0,2490.0,430.0,0.69,0.0,0.74,0.0,36.36390243902439,0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0
NM,2020-11-21,2020,47,15,2.0,0.0,0.0,1.0,2.5,1.0,1.0,1.0,3871.0,671.0,2847.0,534.0,0.74,0.0,0.8,0.0,36.36390243902439,0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
NM,2020-11-28,2020,48,16,2.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,3856.0,672.0,2761.0,519.0,0.72,0.0,0.77,0.0,36.36390243902439,0,2.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0
NM,2020-12-05,2020,49,17,1.0,1.0,0.0,1.0,2.5,1.0,1.0,1.0,3800.0,681.0,2894.0,535.0,0.76,0.0,0.79,0.0,36.36390243902439,0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0
NM,2020-12-12,2020,50,18,2.0,2.0,1.0,1.0,2.5,1.0,1.0,1.0,3850.0,685.0,2900.0,548.0,0.75,0.0,0.8,0.0,36.36390243902439,0,1.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0
