"Week Ending Date","State","Observed Number","Upper Bound Threshold","Exceeds Threshold","Average Expected Count","Excess Estimate","Total Excess Estimate","Percent Excess Estimate","Year","Type","Outcome","Suppress","Note"
"2017-07-01","Louisiana","820","892","false","829","0","24,662","0","2017","Predicted (weighted)","All causes",,
"2017-07-08","Louisiana","805","891","false","829","0","24,662","0","2017","Predicted (weighted)","All causes",,
"2017-07-15","Louisiana","803","895","false","830","0","24,662","0","2017","Predicted (weighted)","All causes",,
"2017-07-22","Louisiana","848","892","false","831","17","24,662","2.04510584747","2017","Predicted (weighted)","All causes",,
"2017-07-29","Louisiana","827","893","false","831","0","24,662","0","2017","Predicted (weighted)","All causes",,
"2017-08-05","Louisiana","838","896","false","832","6","24,662","0.72108521207","2017","Predicted (weighted)","All causes",,
"2017-08-12","Louisiana","830","898","false","835","0","24,662","0","2017","Predicted (weighted)","All causes",,
"2017-08-19","Louisiana","847","897","false","835","12","24,662","1.43680181741","2017","Predicted (weighted)","All causes",,
"2017-08-26","Louisiana","834","898","false","836","0","24,662","0","2017","Predicted (weighted)","All causes",,
"2017-09-02","Louisiana","789","899","false","836","0","24,662","0","2017","Predicted (weighted)","All causes",,
"2017-09-09","Louisiana","829","901","false","836","0","24,662","0","2017","Predicted (weighted)","All causes",,
"2017-09-16","Louisiana","918","901","true","838","80","24,662","9.54261340118","2017","Predicted (weighted)","All causes",,
"2017-09-23","Louisiana","841","903","false","840","1","24,662","0.11904680866","2017","Predicted (weighted)","All causes",,
"2017-09-30","Louisiana","781","906","false","842","0","24,662","0","2017","Predicted (weighted)","All causes",,
"2017-10-07","Louisiana","839","909","false","845","0","24,662","0","2017","Predicted (weighted)","All causes",,
"2017-10-14","Louisiana","858","912","false","848","10","24,662","1.17954734709","2017","Predicted (weighted)","All causes",,
"2017-10-21","Louisiana","895","919","false","853","42","24,662","4.92437082462","2017","Predicted (weighted)","All causes",,
"2017-10-28","Louisiana","829","926","false","858","0","24,662","0","2017","Predicted (weighted)","All causes",,
"2017-11-04","Louisiana","899","930","false","861","38","24,662","4.41309578619","2017","Predicted (weighted)","All causes",,
"2017-11-11","Louisiana","927","937","false","868","59","24,662","6.79914748972","2017","Predicted (weighted)","All causes",,
"2017-11-18","Louisiana","884","941","false","873","11","24,662","1.25999844129","2017","Predicted (weighted)","All causes",,
"2017-11-25","Louisiana","892","953","false","881","11","24,662","1.24922382974","2017","Predicted (weighted)","All causes",,
"2017-12-02","Louisiana","959","962","false","890","69","24,662","7.75484993366","2017","Predicted (weighted)","All causes",,
"2017-12-09","Louisiana","962","965","false","895","67","24,662","7.48879425653","2017","Predicted (weighted)","All causes",,
"2017-12-16","Louisiana","954","971","false","902","52","24,662","5.76379156883","2017","Predicted (weighted)","All causes",,
"2017-12-23","Louisiana","1,010","975","true","908","102","24,662","11.23453534983","2017","Predicted (weighted)","All causes",,
"2017-12-30","Louisiana","1,092","981","true","915","177","24,662","19.35422028068","2017","Predicted (weighted)","All causes",,
"2018-01-06","Louisiana","1,150","985","true","918","232","24,662","25.26871832711","2018","Predicted (weighted)","All causes",,
"2018-01-13","Louisiana","1,128","988","true","922","206","24,662","22.33997162138","2018","Predicted (weighted)","All causes",,
"2018-01-20","Louisiana","1,151","988","true","923","228","24,662","24.68928822007","2018","Predicted (weighted)","All causes",,
"2018-01-27","Louisiana","1,025","989","true","926","99","24,662","10.68791919591","2018","Predicted (weighted)","All causes",,
"2018-02-03","Louisiana","1,005","992","true","927","78","24,662","8.41798911674","2018","Predicted (weighted)","All causes",,
"2018-02-10","Louisiana","1,039","989","true","924","115","24,662","12.44956568042","2018","Predicted (weighted)","All causes",,
"2018-02-17","Louisiana","978","987","false","921","57","24,662","6.18962697639","2018","Predicted (weighted)","All causes",,
"2018-02-24","Louisiana","884","981","false","916","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-03-03","Louisiana","792","976","false","911","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-03-10","Louisiana","835","972","false","904","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-03-17","Louisiana","888","965","false","899","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-03-24","Louisiana","867","961","false","893","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-03-31","Louisiana","835","956","false","888","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-04-07","Louisiana","887","948","false","881","6","24,662","0.68068058286","2018","Predicted (weighted)","All causes",,
"2018-04-14","Louisiana","833","940","false","874","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-04-21","Louisiana","868","932","false","866","2","24,662","0.23105621618","2018","Predicted (weighted)","All causes",,
"2018-04-28","Louisiana","909","922","false","858","51","24,662","5.94371129366","2018","Predicted (weighted)","All causes",,
"2018-05-05","Louisiana","846","919","false","854","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-05-12","Louisiana","891","905","false","843","48","24,662","5.69430499227","2018","Predicted (weighted)","All causes",,
"2018-05-19","Louisiana","878","899","false","838","40","24,662","4.77487366299","2018","Predicted (weighted)","All causes",,
"2018-05-26","Louisiana","890","896","false","836","54","24,662","6.45587817876","2018","Predicted (weighted)","All causes",,
"2018-06-02","Louisiana","828","890","false","831","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-06-09","Louisiana","882","888","false","829","53","24,662","6.39124600162","2018","Predicted (weighted)","All causes",,
"2018-06-16","Louisiana","821","884","false","825","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-06-23","Louisiana","806","882","false","826","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-06-30","Louisiana","853","877","false","819","34","24,662","4.150311513","2018","Predicted (weighted)","All causes",,
"2018-07-07","Louisiana","831","877","false","820","11","24,662","1.34147154339","2018","Predicted (weighted)","All causes",,
"2018-07-14","Louisiana","853","878","false","819","34","24,662","4.15331550738","2018","Predicted (weighted)","All causes",,
"2018-07-21","Louisiana","806","877","false","821","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-07-28","Louisiana","842","876","false","817","25","24,662","3.05817113867","2018","Predicted (weighted)","All causes",,
"2018-08-04","Louisiana","848","874","false","816","32","24,662","3.91949393454","2018","Predicted (weighted)","All causes",,
"2018-08-11","Louisiana","826","878","false","820","6","24,662","0.73201241387","2018","Predicted (weighted)","All causes",,
"2018-08-18","Louisiana","825","882","false","825","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-08-25","Louisiana","863","880","false","822","41","24,662","4.99010333655","2018","Predicted (weighted)","All causes",,
"2018-09-01","Louisiana","802","884","false","825","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-09-08","Louisiana","814","886","false","827","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-09-15","Louisiana","856","891","false","830","26","24,662","3.13320895413","2018","Predicted (weighted)","All causes",,
"2018-09-22","Louisiana","862","894","false","835","27","24,662","3.23457883061","2018","Predicted (weighted)","All causes",,
"2018-09-29","Louisiana","820","899","false","838","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-10-06","Louisiana","801","905","false","843","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-10-13","Louisiana","805","910","false","849","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-10-20","Louisiana","811","919","false","855","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-10-27","Louisiana","841","932","false","866","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-11-03","Louisiana","874","937","false","871","3","24,662","0.34459933655","2018","Predicted (weighted)","All causes",,
"2018-11-10","Louisiana","889","947","false","878","11","24,662","1.2526640152","2018","Predicted (weighted)","All causes",,
"2018-11-17","Louisiana","860","951","false","882","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-11-24","Louisiana","898","968","false","896","2","24,662","0.22330024906","2018","Predicted (weighted)","All causes",,
"2018-12-01","Louisiana","927","978","false","905","22","24,662","2.43045368627","2018","Predicted (weighted)","All causes",,
"2018-12-08","Louisiana","967","992","false","917","50","24,662","5.45002219183","2018","Predicted (weighted)","All causes",,
"2018-12-15","Louisiana","974","1,002","false","929","45","24,662","4.84429815586","2018","Predicted (weighted)","All causes",,
"2018-12-22","Louisiana","917","1,009","false","936","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2018-12-29","Louisiana","892","1,015","false","941","0","24,662","0","2018","Predicted (weighted)","All causes",,
"2019-01-05","Louisiana","901","1,018","false","946","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-01-12","Louisiana","919","1,021","false","950","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-01-19","Louisiana","980","1,019","false","949","31","24,662","3.26734184537","2019","Predicted (weighted)","All causes",,
"2019-01-26","Louisiana","947","1,020","false","948","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-02-02","Louisiana","947","1,020","false","948","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-02-09","Louisiana","959","1,016","false","944","15","24,662","1.58836762837","2019","Predicted (weighted)","All causes",,
"2019-02-16","Louisiana","934","1,014","false","942","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-02-23","Louisiana","945","1,012","false","939","6","24,662","0.63868529772","2019","Predicted (weighted)","All causes",,
"2019-03-02","Louisiana","912","1,003","false","933","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-03-09","Louisiana","889","996","false","925","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-03-16","Louisiana","938","986","false","918","20","24,662","2.17944744738","2019","Predicted (weighted)","All causes",,
"2019-03-23","Louisiana","927","978","false","910","17","24,662","1.86865076934","2019","Predicted (weighted)","All causes",,
"2019-03-30","Louisiana","929","975","false","907","22","24,662","2.42534265092","2019","Predicted (weighted)","All causes",,
"2019-04-06","Louisiana","893","972","false","902","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-04-13","Louisiana","853","961","false","894","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-04-20","Louisiana","840","955","false","887","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-04-27","Louisiana","914","950","false","883","31","24,662","3.50979994791","2019","Predicted (weighted)","All causes",,
"2019-05-04","Louisiana","864","951","false","882","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-05-11","Louisiana","874","940","false","874","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-05-18","Louisiana","823","935","false","868","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-05-25","Louisiana","799","929","false","864","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-06-01","Louisiana","872","929","false","862","10","24,662","1.15949962118","2019","Predicted (weighted)","All causes",,
"2019-06-08","Louisiana","921","923","false","858","63","24,662","7.33867365627","2019","Predicted (weighted)","All causes",,
"2019-06-15","Louisiana","869","918","false","855","14","24,662","1.63829453247","2019","Predicted (weighted)","All causes",,
"2019-06-22","Louisiana","837","918","false","854","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-06-29","Louisiana","834","915","false","851","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-07-06","Louisiana","842","910","false","847","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-07-13","Louisiana","865","908","false","845","20","24,662","2.36650933672","2019","Predicted (weighted)","All causes",,
"2019-07-20","Louisiana","818","908","false","845","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-07-27","Louisiana","808","909","false","844","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-08-03","Louisiana","804","906","false","843","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-08-10","Louisiana","844","908","false","845","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-08-17","Louisiana","852","910","false","845","7","24,662","0.82818820968","2019","Predicted (weighted)","All causes",,
"2019-08-24","Louisiana","812","910","false","845","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-08-31","Louisiana","900","912","false","847","53","24,662","6.25507749029","2019","Predicted (weighted)","All causes",,
"2019-09-07","Louisiana","802","909","false","846","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-09-14","Louisiana","878","908","false","845","33","24,662","3.90650082767","2019","Predicted (weighted)","All causes",,
"2019-09-21","Louisiana","888","910","false","846","42","24,662","4.96174124315","2019","Predicted (weighted)","All causes",,
"2019-09-28","Louisiana","797","918","false","853","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-10-05","Louisiana","791","924","false","857","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-10-12","Louisiana","880","926","false","861","19","24,662","2.2056803278","2019","Predicted (weighted)","All causes",,
"2019-10-19","Louisiana","915","935","false","868","47","24,662","5.41392938439","2019","Predicted (weighted)","All causes",,
"2019-10-26","Louisiana","863","945","false","875","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-11-02","Louisiana","821","952","false","880","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-11-09","Louisiana","962","958","true","885","77","24,662","8.6996881522","2019","Predicted (weighted)","All causes",,
"2019-11-16","Louisiana","953","959","false","889","64","24,662","7.19954059316","2019","Predicted (weighted)","All causes",,
"2019-11-23","Louisiana","896","969","false","899","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-11-30","Louisiana","896","978","false","907","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-12-07","Louisiana","998","985","true","916","82","24,662","8.95333778374","2019","Predicted (weighted)","All causes",,
"2019-12-14","Louisiana","915","993","false","926","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2019-12-21","Louisiana","971","1,006","false","935","36","24,662","3.84895934749","2019","Predicted (weighted)","All causes",,
"2019-12-28","Louisiana","893","1,013","false","942","0","24,662","0","2019","Predicted (weighted)","All causes",,
"2020-01-04","Louisiana","927","1,017","false","948","0","24,662","0","2020","Predicted (weighted)","All causes",,
"2020-01-11","Louisiana","967","1,021","false","954","13","24,662","1.36292072233","2020","Predicted (weighted)","All causes",,
"2020-01-18","Louisiana","960","1,021","false","953","7","24,662","0.73441050052","2020","Predicted (weighted)","All causes",,
"2020-01-25","Louisiana","970","1,022","false","952","18","24,662","1.88993652126","2020","Predicted (weighted)","All causes",,
"2020-02-01","Louisiana","977","1,019","false","950","27","24,662","2.84072941047","2020","Predicted (weighted)","All causes",,
"2020-02-08","Louisiana","956","1,015","false","947","9","24,662","0.95055041617","2020","Predicted (weighted)","All causes",,
"2020-02-15","Louisiana","951","1,015","false","945","6","24,662","0.63464651921","2020","Predicted (weighted)","All causes",,
"2020-02-22","Louisiana","950","1,012","false","944","6","24,662","0.63554940866","2020","Predicted (weighted)","All causes",,
"2020-02-29","Louisiana","993","1,006","false","938","55","24,662","5.86159460396","2020","Predicted (weighted)","All causes",,
"2020-03-07","Louisiana","964","999","false","932","32","24,662","3.43375641082","2020","Predicted (weighted)","All causes",,
"2020-03-14","Louisiana","994","992","true","925","69","24,662","7.45694596356","2020","Predicted (weighted)","All causes",,
"2020-03-21","Louisiana","955","985","false","918","37","24,662","4.0295238607","2020","Predicted (weighted)","All causes",,
"2020-03-28","Louisiana","1,233","981","true","914","319","24,662","34.8942030827","2020","Predicted (weighted)","All causes",,
"2020-04-04","Louisiana","1,390","974","true","908","482","24,662","53.08470093672","2020","Predicted (weighted)","All causes",,
"2020-04-11","Louisiana","1,529","969","true","903","626","24,662","69.2881139629","2020","Predicted (weighted)","All causes",,
"2020-04-18","Louisiana","1,360","965","true","898","462","24,662","51.41963056601","2020","Predicted (weighted)","All causes",,
"2020-04-25","Louisiana","1,248","960","true","895","353","24,662","39.44964753725","2020","Predicted (weighted)","All causes",,
"2020-05-02","Louisiana","1,171","954","true","890","281","24,662","31.57913750386","2020","Predicted (weighted)","All causes",,
"2020-05-09","Louisiana","1,129","949","true","884","245","24,662","27.71883502516","2020","Predicted (weighted)","All causes",,
"2020-05-16","Louisiana","1,105","943","true","878","227","24,662","25.86203322655","2020","Predicted (weighted)","All causes",,
"2020-05-23","Louisiana","1,052","936","true","873","179","24,662","20.51327232602","2020","Predicted (weighted)","All causes",,
"2020-05-30","Louisiana","1,054","932","true","869","185","24,662","21.29254599477","2020","Predicted (weighted)","All causes",,
"2020-06-06","Louisiana","1,016","929","true","866","150","24,662","17.3287520842","2020","Predicted (weighted)","All causes",,
"2020-06-13","Louisiana","951","926","true","863","88","24,662","10.19304770139","2020","Predicted (weighted)","All causes",,
"2020-06-20","Louisiana","1,004","922","true","861","143","24,662","16.61228146739","2020","Predicted (weighted)","All causes",,
"2020-06-27","Louisiana","998","921","true","859","139","24,662","16.18258381103","2020","Predicted (weighted)","All causes",,
"2020-07-04","Louisiana","985","917","true","856","129","24,662","15.07646496783","2020","Predicted (weighted)","All causes",,
"2020-07-11","Louisiana","1,061","916","true","854","207","24,662","24.22519637738","2020","Predicted (weighted)","All causes",,
"2020-07-18","Louisiana","1,152","918","true","856","296","24,662","34.58301054787","2020","Predicted (weighted)","All causes",,
"2020-07-25","Louisiana","1,213","912","true","851","362","24,662","42.53758952921","2020","Predicted (weighted)","All causes",,
"2020-08-01","Louisiana","1,205","911","true","849","356","24,662","41.91207112114","2020","Predicted (weighted)","All causes",,
"2020-08-08","Louisiana","1,243","915","true","853","390","24,662","45.71636710131","2020","Predicted (weighted)","All causes",,
"2020-08-15","Louisiana","1,181","918","true","855","326","24,662","38.11113619142","2020","Predicted (weighted)","All causes",,
"2020-08-22","Louisiana","1,132","915","true","853","279","24,662","32.70591283326","2020","Predicted (weighted)","All causes",,
"2020-08-29","Louisiana","1,098","917","true","855","243","24,662","28.43431018978","2020","Predicted (weighted)","All causes",,
"2020-09-05","Louisiana","1,110","922","true","859","251","24,662","29.23081135265","2020","Predicted (weighted)","All causes",,
"2020-09-12","Louisiana","1,027","922","true","860","167","24,662","19.42745289126","2020","Predicted (weighted)","All causes",,
"2020-09-19","Louisiana","1,040","924","true","862","178","24,662","20.65731389491","2020","Predicted (weighted)","All causes",,
"2020-09-26","Louisiana","991","930","true","866","125","24,662","14.43622208481","2020","Predicted (weighted)","All causes",,
"2020-10-03","Louisiana","1,036","936","true","871","165","24,662","18.93772922694","2020","Predicted (weighted)","All causes",,
"2020-10-10","Louisiana","1,044","941","true","875","169","24,662","19.30363239422","2020","Predicted (weighted)","All causes",,
"2020-10-17","Louisiana","991","944","true","879","112","24,662","12.73765833462","2020","Predicted (weighted)","All causes",,
"2020-10-24","Louisiana","1,008","957","true","889","119","24,662","13.3830638587","2020","Predicted (weighted)","All causes",,
"2020-10-31","Louisiana","951","964","false","895","56","24,662","6.25775737114","2020","Predicted (weighted)","All causes",,
"2020-11-07","Louisiana","1,052","969","true","899","153","24,662","17.02309152162","2020","Predicted (weighted)","All causes",,
"2020-11-14","Louisiana","1,056","974","true","904","152","24,662","16.81485045817","2020","Predicted (weighted)","All causes",,
"2020-11-21","Louisiana","1,068","980","true","912","156","24,662","17.10034371561","2020","Predicted (weighted)","All causes",,
"2020-11-28","Louisiana","1,084","990","true","921","163","24,662","17.70581638114","2020","Predicted (weighted)","All causes",,
"2020-12-05","Louisiana","1,103","997","true","929","174","24,662","18.73735935336","2020","Predicted (weighted)","All causes",,
"2020-12-12","Louisiana","1,238","1,003","true","935","303","24,662","32.39585905349","2020","Predicted (weighted)","All causes",,
"2020-12-19","Louisiana","1,207","1,012","true","945","262","24,662","27.71832927229","2020","Predicted (weighted)","All causes",,
"2020-12-26","Louisiana","1,240","1,020","true","952","288","24,662","30.24741047616","2020","Predicted (weighted)","All causes",,
"2021-01-02","Louisiana","1,251","1,028","true","960","291","24,662","30.3221649762","2021","Predicted (weighted)","All causes",,
"2021-01-09","Louisiana","1,403","1,006","true","945","458","24,662","48.46011025251","2021","Predicted (weighted)","All causes",,
"2021-01-16","Louisiana","1,409","1,009","true","950","459","24,662","48.33251738938","2021","Predicted (weighted)","All causes",,
"2021-01-23","Louisiana","1,366","1,010","true","950","416","24,662","43.7952915939","2021","Predicted (weighted)","All causes",,
"2021-01-30","Louisiana","1,253","1,012","true","950","303","24,662","31.88116284609","2021","Predicted (weighted)","All causes",,
"2021-02-06","Louisiana","1,202","1,014","true","951","251","24,662","26.38833789091","2021","Predicted (weighted)","All causes",,
"2021-02-13","Louisiana","1,166","1,014","true","953","213","24,662","22.35110301549","2021","Predicted (weighted)","All causes",,
"2021-02-20","Louisiana","1,164","1,016","true","956","208","24,662","21.76033005274","2021","Predicted (weighted)","All causes",,
"2021-02-27","Louisiana","1,107","1,015","true","954","153","24,662","16.03175191661","2021","Predicted (weighted)","All causes",,
"2021-03-06","Louisiana","1,078","1,013","true","951","127","24,662","13.35690574127","2021","Predicted (weighted)","All causes",,
"2021-03-13","Louisiana","1,054","1,010","true","948","106","24,662","11.17568145754","2021","Predicted (weighted)","All causes",,
"2021-03-20","Louisiana","1,008","1,007","true","946","62","24,662","6.55451936978","2021","Predicted (weighted)","All causes",,
"2021-03-27","Louisiana","1,026","1,003","true","941","85","24,662","9.03604404989","2021","Predicted (weighted)","All causes",,
"2021-04-03","Louisiana","993","996","false","934","59","24,662","6.31583505005","2021","Predicted (weighted)","All causes",,
"2021-04-10","Louisiana","973","988","false","928","45","24,662","4.85092245633","2021","Predicted (weighted)","All causes",,
"2021-04-17","Louisiana","974","982","false","922","52","24,662","5.63786476398","2021","Predicted (weighted)","All causes",,
"2021-04-24","Louisiana","1,001","979","true","919","82","24,662","8.92688358774","2021","Predicted (weighted)","All causes",,
"2021-05-01","Louisiana","1,002","974","true","915","87","24,662","9.50379608708","2021","Predicted (weighted)","All causes",,
"2021-05-08","Louisiana","959","968","false","911","48","24,662","5.27178217596","2021","Predicted (weighted)","All causes",,
"2021-05-15","Louisiana","939","963","false","905","34","24,662","3.7560783276","2021","Predicted (weighted)","All causes",,
"2021-05-22","Louisiana","968","960","true","902","66","24,662","7.31882809707","2021","Predicted (weighted)","All causes",,
"2021-05-29","Louisiana","934","957","false","898","36","24,662","4.00708193629","2021","Predicted (weighted)","All causes",,
"2021-06-05","Louisiana","1,006","955","true","897","109","24,662","12.15466063823","2021","Predicted (weighted)","All causes",,
"2021-06-12","Louisiana","994","950","true","892","102","24,662","11.43384217369","2021","Predicted (weighted)","All causes",,
"2021-06-19","Louisiana","971","943","true","886","85","24,662","9.5959520034","2021","Predicted (weighted)","All causes",,
"2021-06-26","Louisiana","991","941","true","884","107","24,662","12.10243085083","2021","Predicted (weighted)","All causes",,
"2021-07-03","Louisiana","938","936","true","879","59","24,662","6.71120378284","2021","Predicted (weighted)","All causes",,
"2021-07-10","Louisiana","991","931","true","875","116","24,662","13.25601697606","2021","Predicted (weighted)","All causes",,
"2021-07-17","Louisiana","1,037","930","true","874","163","24,662","18.64115558152","2021","Predicted (weighted)","All causes",,
"2021-07-24","Louisiana","1,095","930","true","873","222","24,662","25.43405489573","2021","Predicted (weighted)","All causes",,
"2021-07-31","Louisiana","1,185","927","true","871","314","24,662","36.06680341208","2021","Predicted (weighted)","All causes",,
"2021-08-07","Louisiana","1,317","930","true","874","443","24,662","50.70267802332","2021","Predicted (weighted)","All causes",,
"2021-08-14","Louisiana","1,395","934","true","878","517","24,662","58.89070709229","2021","Predicted (weighted)","All causes",,
"2021-08-21","Louisiana","1,411","933","true","877","534","24,662","60.88588214729","2021","Predicted (weighted)","All causes",,
"2021-08-28","Louisiana","1,419","935","true","878","541","24,662","61.61331773335","2021","Predicted (weighted)","All causes",,
"2021-09-04","Louisiana","1,434","937","true","881","553","24,662","62.79614334691","2021","Predicted (weighted)","All causes",,
"2021-09-11","Louisiana","1,283","940","true","884","399","24,662","45.15616140636","2021","Predicted (weighted)","All causes",,
"2021-09-18","Louisiana","1,312","937","true","881","431","24,662","48.94826760696","2021","Predicted (weighted)","All causes",,
"2021-09-25","Louisiana","1,207","942","true","884","323","24,662","36.53271263937","2021","Predicted (weighted)","All causes",,
"2021-10-02","Louisiana","1,144","941","true","883","261","24,662","29.54259524475","2021","Predicted (weighted)","All causes",,
"2021-10-09","Louisiana","1,101","947","true","889","212","24,662","23.85691178893","2021","Predicted (weighted)","All causes",,
"2021-10-16","Louisiana","1,039","948","true","890","149","24,662","16.74694133798","2021","Predicted (weighted)","All causes",,
"2021-10-23","Louisiana","984","953","true","895","89","24,662","9.94683232487","2021","Predicted (weighted)","All causes",,
"2021-10-30","Louisiana","986","960","true","901","85","24,662","9.43328814217","2021","Predicted (weighted)","All causes",,
"2021-11-06","Louisiana","1,048","968","true","907","141","24,662","15.54673161114","2021","Predicted (weighted)","All causes",,
"2021-11-13","Louisiana","991","980","true","917","74","24,662","8.07294425278","2021","Predicted (weighted)","All causes",,
"2021-11-20","Louisiana","1,012","983","true","922","90","24,662","9.76436486809","2021","Predicted (weighted)","All causes",,
"2021-11-27","Louisiana","988","989","false","927","61","24,662","6.57763366514","2021","Predicted (weighted)","All causes",,
"2021-12-04","Louisiana","1,006","997","true","935","71","24,662","7.59290655449","2021","Predicted (weighted)","All causes",,
"2021-12-11","Louisiana","1,010","1,004","true","941","69","24,662","7.33081474214","2021","Predicted (weighted)","All causes",,
"2021-12-18","Louisiana","996","1,008","false","948","48","24,662","5.06300227722","2021","Predicted (weighted)","All causes",,
"2021-12-25","Louisiana","1,010","1,014","false","954","56","24,662","5.87294688829","2021","Predicted (weighted)","All causes",,
"2022-01-01","Louisiana","1,011","1,019","false","957","54","24,662","5.64006230947","2022","Predicted (weighted)","All causes",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
"2022-01-08","Louisiana","1,132","1,022","true","962","170","24,662","17.67883475897","2022","Predicted (weighted)","All causes",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
"2022-01-15","Louisiana","1,254","1,023","true","965","289","24,662","29.95553630654","2022","Predicted (weighted)","All causes",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
"2022-01-22","Louisiana","1,381","1,023","true","965","416","24,662","43.09954123118","2022","Predicted (weighted)","All causes",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
"2022-01-29","Louisiana","1,409","1,025","true","965","444","24,662","45.99648585456","2022","Predicted (weighted)","All causes",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
"2022-02-05","Louisiana","1,295","1,023","true","963","332","24,662","34.47938147768","2022","Predicted (weighted)","All causes",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
"2022-02-12","Louisiana","1,275","1,022","true","963","312","24,662","32.40999611218","2022","Predicted (weighted)","All causes",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
"2022-02-19","Louisiana","1,206","1,022","true","963","243","24,662","25.23569769691","2022","Predicted (weighted)","All causes",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
"2022-02-26","Louisiana","1,128","1,021","true","962","166","24,662","17.25090441769","2022","Predicted (weighted)","All causes",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
"2022-03-05","Louisiana","1,127","1,018","true","958","169","24,662","17.6442735898","2022","Predicted (weighted)","All causes",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
"2022-03-12","Louisiana","972","1,013","false","953","19","24,662","1.99472735342","2022","Predicted (weighted)","All causes",,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
