"Week Ending Date","State","Observed Number","Upper Bound Threshold","Exceeds Threshold","Average Expected Count","Excess Estimate","Total Excess Estimate","Percent Excess Estimate","Year","Type","Outcome","Suppress","Note"
"2017-01-07","Alabama","1,121","1,136","false","1,059","62","29,601","5.85270037532","2017","Predicted (weighted)","All causes",,
"2017-01-14","Alabama","1,130","1,140","false","1,067","63","29,601","5.90610178747","2017","Predicted (weighted)","All causes",,
"2017-01-21","Alabama","1,048","1,142","false","1,071","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-01-28","Alabama","1,026","1,142","false","1,070","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-02-04","Alabama","1,036","1,142","false","1,068","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-02-11","Alabama","1,058","1,136","false","1,062","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-02-18","Alabama","1,060","1,132","false","1,057","3","29,601","0.28380368609","2017","Predicted (weighted)","All causes",,
"2017-02-25","Alabama","1,099","1,126","false","1,051","48","29,601","4.56754241636","2017","Predicted (weighted)","All causes",,
"2017-03-04","Alabama","1,081","1,119","false","1,042","39","29,601","3.74341415007","2017","Predicted (weighted)","All causes",,
"2017-03-11","Alabama","1,011","1,113","false","1,036","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-03-18","Alabama","1,067","1,106","false","1,031","36","29,601","3.49228098719","2017","Predicted (weighted)","All causes",,
"2017-03-25","Alabama","1,068","1,097","false","1,021","47","29,601","4.60151455432","2017","Predicted (weighted)","All causes",,
"2017-04-01","Alabama","991","1,090","false","1,014","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-04-08","Alabama","1,037","1,083","false","1,007","30","29,601","2.98023708492","2017","Predicted (weighted)","All causes",,
"2017-04-15","Alabama","1,017","1,066","false","992","25","29,601","2.51915646308","2017","Predicted (weighted)","All causes",,
"2017-04-22","Alabama","966","1,058","false","986","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-04-29","Alabama","996","1,053","false","982","14","29,601","1.4251620208","2017","Predicted (weighted)","All causes",,
"2017-05-06","Alabama","907","1,046","false","975","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-05-13","Alabama","1,064","1,041","true","972","92","29,601","9.46490078238","2017","Predicted (weighted)","All causes",,
"2017-05-20","Alabama","998","1,037","false","967","31","29,601","3.20649091919","2017","Predicted (weighted)","All causes",,
"2017-05-27","Alabama","988","1,031","false","961","27","29,601","2.81093711437","2017","Predicted (weighted)","All causes",,
"2017-06-03","Alabama","925","1,026","false","957","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-06-10","Alabama","984","1,020","false","952","32","29,601","3.36213868524","2017","Predicted (weighted)","All causes",,
"2017-06-17","Alabama","918","1,017","false","949","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-06-24","Alabama","961","1,011","false","946","15","29,601","1.58502170651","2017","Predicted (weighted)","All causes",,
"2017-07-01","Alabama","925","1,012","false","946","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-07-08","Alabama","954","1,010","false","943","11","29,601","1.16674438158","2017","Predicted (weighted)","All causes",,
"2017-07-15","Alabama","968","1,010","false","943","25","29,601","2.65020347622","2017","Predicted (weighted)","All causes",,
"2017-07-22","Alabama","964","1,009","false","944","20","29,601","2.11952863129","2017","Predicted (weighted)","All causes",,
"2017-07-29","Alabama","888","1,008","false","941","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-08-05","Alabama","949","1,006","false","941","8","29,601","0.85036431389","2017","Predicted (weighted)","All causes",,
"2017-08-12","Alabama","936","1,008","false","941","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-08-19","Alabama","933","1,011","false","946","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-08-26","Alabama","917","1,011","false","946","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-09-02","Alabama","953","1,015","false","947","6","29,601","0.63330648351","2017","Predicted (weighted)","All causes",,
"2017-09-09","Alabama","960","1,019","false","951","9","29,601","0.94593894139","2017","Predicted (weighted)","All causes",,
"2017-09-16","Alabama","968","1,021","false","955","13","29,601","1.36075046692","2017","Predicted (weighted)","All causes",,
"2017-09-23","Alabama","995","1,025","false","959","36","29,601","3.75364770056","2017","Predicted (weighted)","All causes",,
"2017-09-30","Alabama","1,019","1,032","false","964","55","29,601","5.70828270121","2017","Predicted (weighted)","All causes",,
"2017-10-07","Alabama","948","1,041","false","969","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-10-14","Alabama","986","1,045","false","974","12","29,601","1.23248606362","2017","Predicted (weighted)","All causes",,
"2017-10-21","Alabama","966","1,056","false","984","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-10-28","Alabama","941","1,066","false","992","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-11-04","Alabama","994","1,077","false","1,003","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-11-11","Alabama","994","1,087","false","1,011","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-11-18","Alabama","982","1,100","false","1,022","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-11-25","Alabama","1,004","1,116","false","1,037","0","29,601","0","2017","Predicted (weighted)","All causes",,
"2017-12-02","Alabama","1,067","1,124","false","1,045","22","29,601","2.10540566485","2017","Predicted (weighted)","All causes",,
"2017-12-09","Alabama","1,074","1,136","false","1,056","18","29,601","1.70453587887","2017","Predicted (weighted)","All causes",,
"2017-12-16","Alabama","1,120","1,141","false","1,063","57","29,601","5.3630481644","2017","Predicted (weighted)","All causes",,
"2017-12-23","Alabama","1,098","1,148","false","1,072","26","29,601","2.42557490346","2017","Predicted (weighted)","All causes",,
"2017-12-30","Alabama","1,080","1,154","false","1,079","1","29,601","0.09267861953","2017","Predicted (weighted)","All causes",,
"2018-01-06","Alabama","1,248","1,157","true","1,082","166","29,601","15.34476126372","2018","Predicted (weighted)","All causes",,
"2018-01-13","Alabama","1,301","1,161","true","1,089","212","29,601","19.4701221876","2018","Predicted (weighted)","All causes",,
"2018-01-20","Alabama","1,275","1,163","true","1,092","183","29,601","16.75757005544","2018","Predicted (weighted)","All causes",,
"2018-01-27","Alabama","1,286","1,162","true","1,091","195","29,601","17.86555187581","2018","Predicted (weighted)","All causes",,
"2018-02-03","Alabama","1,147","1,165","false","1,093","54","29,601","4.93953689848","2018","Predicted (weighted)","All causes",,
"2018-02-10","Alabama","1,181","1,158","true","1,086","95","29,601","8.75106477245","2018","Predicted (weighted)","All causes",,
"2018-02-17","Alabama","1,096","1,151","false","1,079","17","29,601","1.57490310122","2018","Predicted (weighted)","All causes",,
"2018-02-24","Alabama","1,099","1,146","false","1,073","26","29,601","2.42332924727","2018","Predicted (weighted)","All causes",,
"2018-03-03","Alabama","985","1,131","false","1,060","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-03-10","Alabama","1,059","1,129","false","1,054","5","29,601","0.47434291968","2018","Predicted (weighted)","All causes",,
"2018-03-17","Alabama","1,086","1,123","false","1,049","37","29,601","3.52687772307","2018","Predicted (weighted)","All causes",,
"2018-03-24","Alabama","993","1,115","false","1,041","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-03-31","Alabama","995","1,103","false","1,030","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-04-07","Alabama","1,012","1,098","false","1,024","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-04-14","Alabama","1,026","1,079","false","1,010","16","29,601","1.58362148548","2018","Predicted (weighted)","All causes",,
"2018-04-21","Alabama","1,031","1,072","false","1,004","27","29,601","2.68980486823","2018","Predicted (weighted)","All causes",,
"2018-04-28","Alabama","971","1,064","false","998","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-05-05","Alabama","1,039","1,059","false","991","48","29,601","4.84461916268","2018","Predicted (weighted)","All causes",,
"2018-05-12","Alabama","950","1,050","false","983","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-05-19","Alabama","1,005","1,047","false","978","27","29,601","2.76016959299","2018","Predicted (weighted)","All causes",,
"2018-05-26","Alabama","977","1,038","false","971","6","29,601","0.61771365628","2018","Predicted (weighted)","All causes",,
"2018-06-02","Alabama","973","1,030","false","965","8","29,601","0.82938510026","2018","Predicted (weighted)","All causes",,
"2018-06-09","Alabama","1,011","1,027","false","961","50","29,601","5.20320001704","2018","Predicted (weighted)","All causes",,
"2018-06-16","Alabama","940","1,021","false","956","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-06-23","Alabama","974","1,015","false","952","22","29,601","2.3111862845","2018","Predicted (weighted)","All causes",,
"2018-06-30","Alabama","927","1,017","false","953","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-07-07","Alabama","972","1,016","false","952","20","29,601","2.10165708259","2018","Predicted (weighted)","All causes",,
"2018-07-14","Alabama","994","1,016","false","950","44","29,601","4.63095174803","2018","Predicted (weighted)","All causes",,
"2018-07-21","Alabama","959","1,011","false","948","11","29,601","1.16041562672","2018","Predicted (weighted)","All causes",,
"2018-07-28","Alabama","930","1,012","false","949","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-08-04","Alabama","962","1,014","false","950","12","29,601","1.26340391635","2018","Predicted (weighted)","All causes",,
"2018-08-11","Alabama","969","1,017","false","952","17","29,601","1.78584657952","2018","Predicted (weighted)","All causes",,
"2018-08-18","Alabama","938","1,023","false","957","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-08-25","Alabama","943","1,020","false","958","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-09-01","Alabama","936","1,025","false","960","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-09-08","Alabama","944","1,028","false","962","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-09-15","Alabama","912","1,032","false","966","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-09-22","Alabama","998","1,035","false","971","27","29,601","2.78089045884","2018","Predicted (weighted)","All causes",,
"2018-09-29","Alabama","972","1,039","false","975","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-10-06","Alabama","945","1,047","false","979","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-10-13","Alabama","943","1,054","false","986","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-10-20","Alabama","971","1,064","false","997","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-10-27","Alabama","993","1,074","false","1,006","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-11-03","Alabama","927","1,085","false","1,015","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-11-10","Alabama","963","1,100","false","1,024","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-11-17","Alabama","1,055","1,121","false","1,039","16","29,601","1.53936436839","2018","Predicted (weighted)","All causes",,
"2018-11-24","Alabama","1,009","1,133","false","1,051","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-12-01","Alabama","1,050","1,141","false","1,061","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-12-08","Alabama","1,044","1,155","false","1,075","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-12-15","Alabama","1,053","1,161","false","1,084","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2018-12-22","Alabama","1,105","1,168","false","1,092","13","29,601","1.18995230946","2018","Predicted (weighted)","All causes",,
"2018-12-29","Alabama","1,084","1,179","false","1,105","0","29,601","0","2018","Predicted (weighted)","All causes",,
"2019-01-05","Alabama","1,077","1,181","false","1,109","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-01-12","Alabama","1,090","1,187","false","1,118","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-01-19","Alabama","1,114","1,188","false","1,118","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-01-26","Alabama","1,063","1,187","false","1,118","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-02-02","Alabama","1,095","1,189","false","1,120","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-02-09","Alabama","1,092","1,183","false","1,113","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-02-16","Alabama","1,103","1,178","false","1,107","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-02-23","Alabama","1,064","1,171","false","1,099","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-03-02","Alabama","1,050","1,164","false","1,091","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-03-09","Alabama","1,062","1,158","false","1,083","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-03-16","Alabama","1,090","1,156","false","1,080","10","29,601","0.9258004985","2019","Predicted (weighted)","All causes",,
"2019-03-23","Alabama","1,012","1,136","false","1,064","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-03-30","Alabama","1,079","1,131","false","1,059","20","29,601","1.88892544647","2019","Predicted (weighted)","All causes",,
"2019-04-06","Alabama","1,044","1,124","false","1,052","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-04-13","Alabama","1,031","1,112","false","1,043","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-04-20","Alabama","956","1,102","false","1,034","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-04-27","Alabama","1,042","1,096","false","1,030","12","29,601","1.16461698459","2019","Predicted (weighted)","All causes",,
"2019-05-04","Alabama","1,031","1,088","false","1,020","11","29,601","1.07794412597","2019","Predicted (weighted)","All causes",,
"2019-05-11","Alabama","1,009","1,082","false","1,016","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-05-18","Alabama","996","1,076","false","1,009","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-05-25","Alabama","974","1,069","false","1,005","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-06-01","Alabama","1,027","1,066","false","1,001","26","29,601","2.59718375513","2019","Predicted (weighted)","All causes",,
"2019-06-08","Alabama","1,029","1,062","false","997","32","29,601","3.20827751042","2019","Predicted (weighted)","All causes",,
"2019-06-15","Alabama","986","1,054","false","990","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-06-22","Alabama","990","1,047","false","987","3","29,601","0.30403709","2019","Predicted (weighted)","All causes",,
"2019-06-29","Alabama","940","1,047","false","985","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-07-06","Alabama","1,028","1,045","false","983","45","29,601","4.57638193675","2019","Predicted (weighted)","All causes",,
"2019-07-13","Alabama","1,018","1,042","false","979","39","29,601","3.98561295732","2019","Predicted (weighted)","All causes",,
"2019-07-20","Alabama","962","1,041","false","979","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-07-27","Alabama","980","1,036","false","976","4","29,601","0.40983612383","2019","Predicted (weighted)","All causes",,
"2019-08-03","Alabama","984","1,038","false","977","7","29,601","0.71667174508","2019","Predicted (weighted)","All causes",,
"2019-08-10","Alabama","998","1,039","false","976","22","29,601","2.25372946439","2019","Predicted (weighted)","All causes",,
"2019-08-17","Alabama","977","1,043","false","981","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-08-24","Alabama","939","1,043","false","982","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-08-31","Alabama","975","1,047","false","983","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-09-07","Alabama","1,009","1,047","false","982","27","29,601","2.74844310117","2019","Predicted (weighted)","All causes",,
"2019-09-14","Alabama","1,000","1,049","false","986","14","29,601","1.42004418642","2019","Predicted (weighted)","All causes",,
"2019-09-21","Alabama","883","1,051","false","988","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-09-28","Alabama","987","1,054","false","992","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-10-05","Alabama","958","1,062","false","996","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-10-12","Alabama","908","1,069","false","1,002","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-10-19","Alabama","1,010","1,075","false","1,009","1","29,601","0.09906828735","2019","Predicted (weighted)","All causes",,
"2019-10-26","Alabama","978","1,084","false","1,017","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-11-02","Alabama","937","1,093","false","1,025","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-11-09","Alabama","1,041","1,108","false","1,035","6","29,601","0.57953295262","2019","Predicted (weighted)","All causes",,
"2019-11-16","Alabama","1,072","1,120","false","1,044","28","29,601","2.680979003","2019","Predicted (weighted)","All causes",,
"2019-11-23","Alabama","1,044","1,130","false","1,055","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-11-30","Alabama","1,038","1,142","false","1,065","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-12-07","Alabama","1,072","1,155","false","1,078","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-12-14","Alabama","1,081","1,161","false","1,086","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2019-12-21","Alabama","1,103","1,169","false","1,095","8","29,601","0.73036663995","2019","Predicted (weighted)","All causes",,
"2019-12-28","Alabama","1,036","1,176","false","1,107","0","29,601","0","2019","Predicted (weighted)","All causes",,
"2020-01-04","Alabama","1,082","1,182","false","1,113","0","29,601","0","2020","Predicted (weighted)","All causes",,
"2020-01-11","Alabama","1,127","1,186","false","1,121","6","29,601","0.53540029942","2020","Predicted (weighted)","All causes",,
"2020-01-18","Alabama","1,039","1,187","false","1,120","0","29,601","0","2020","Predicted (weighted)","All causes",,
"2020-01-25","Alabama","1,056","1,186","false","1,122","0","29,601","0","2020","Predicted (weighted)","All causes",,
"2020-02-01","Alabama","1,026","1,187","false","1,121","0","29,601","0","2020","Predicted (weighted)","All causes",,
"2020-02-08","Alabama","1,120","1,182","false","1,115","5","29,601","0.44862293232","2020","Predicted (weighted)","All causes",,
"2020-02-15","Alabama","1,095","1,175","false","1,107","0","29,601","0","2020","Predicted (weighted)","All causes",,
"2020-02-22","Alabama","1,098","1,169","false","1,100","0","29,601","0","2020","Predicted (weighted)","All causes",,
"2020-02-29","Alabama","1,164","1,163","true","1,094","70","29,601","6.40017256778","2020","Predicted (weighted)","All causes",,
"2020-03-07","Alabama","1,057","1,159","false","1,087","0","29,601","0","2020","Predicted (weighted)","All causes",,
"2020-03-14","Alabama","1,091","1,152","false","1,080","11","29,601","1.01819546179","2020","Predicted (weighted)","All causes",,
"2020-03-21","Alabama","1,059","1,140","false","1,073","0","29,601","0","2020","Predicted (weighted)","All causes",,
"2020-03-28","Alabama","1,073","1,133","false","1,064","9","29,601","0.84589557175","2020","Predicted (weighted)","All causes",,
"2020-04-04","Alabama","1,156","1,121","true","1,056","100","29,601","9.47370621604","2020","Predicted (weighted)","All causes",,
"2020-04-11","Alabama","1,135","1,112","true","1,046","89","29,601","8.506412807","2020","Predicted (weighted)","All causes",,
"2020-04-18","Alabama","1,149","1,104","true","1,040","109","29,601","10.47815342527","2020","Predicted (weighted)","All causes",,
"2020-04-25","Alabama","1,139","1,097","true","1,034","105","29,601","10.15941723557","2020","Predicted (weighted)","All causes",,
"2020-05-02","Alabama","1,147","1,089","true","1,026","121","29,601","11.79241918351","2020","Predicted (weighted)","All causes",,
"2020-05-09","Alabama","1,171","1,086","true","1,020","151","29,601","14.80043709873","2020","Predicted (weighted)","All causes",,
"2020-05-16","Alabama","1,148","1,075","true","1,012","136","29,601","13.43702018195","2020","Predicted (weighted)","All causes",,
"2020-05-23","Alabama","1,153","1,072","true","1,008","145","29,601","14.38854174107","2020","Predicted (weighted)","All causes",,
"2020-05-30","Alabama","1,109","1,065","true","1,003","106","29,601","10.56710654831","2020","Predicted (weighted)","All causes",,
"2020-06-06","Alabama","1,173","1,068","true","1,003","170","29,601","16.94970723655","2020","Predicted (weighted)","All causes",,
"2020-06-13","Alabama","1,138","1,055","true","996","142","29,601","14.25826006209","2020","Predicted (weighted)","All causes",,
"2020-06-20","Alabama","1,090","1,050","true","990","100","29,601","10.0961712014","2020","Predicted (weighted)","All causes",,
"2020-06-27","Alabama","1,151","1,049","true","990","161","29,601","16.26228822048","2020","Predicted (weighted)","All causes",,
"2020-07-04","Alabama","1,201","1,050","true","989","212","29,601","21.43675460169","2020","Predicted (weighted)","All causes",,
"2020-07-11","Alabama","1,265","1,048","true","987","278","29,601","28.16981366696","2020","Predicted (weighted)","All causes",,
"2020-07-18","Alabama","1,289","1,042","true","983","306","29,601","31.1136876078","2020","Predicted (weighted)","All causes",,
"2020-07-25","Alabama","1,333","1,042","true","983","350","29,601","35.61774501787","2020","Predicted (weighted)","All causes",,
"2020-08-01","Alabama","1,364","1,041","true","980","384","29,601","39.16736504911","2020","Predicted (weighted)","All causes",,
"2020-08-08","Alabama","1,379","1,042","true","980","399","29,601","40.71908798155","2020","Predicted (weighted)","All causes",,
"2020-08-15","Alabama","1,305","1,043","true","982","323","29,601","32.88113002693","2020","Predicted (weighted)","All causes",,
"2020-08-22","Alabama","1,303","1,040","true","982","321","29,601","32.67941317914","2020","Predicted (weighted)","All causes",,
"2020-08-29","Alabama","1,216","1,041","true","981","235","29,601","23.94335340905","2020","Predicted (weighted)","All causes",,
"2020-09-05","Alabama","1,216","1,044","true","982","234","29,601","23.84067797028","2020","Predicted (weighted)","All causes",,
"2020-09-12","Alabama","1,232","1,046","true","983","249","29,601","25.32252323414","2020","Predicted (weighted)","All causes",,
"2020-09-19","Alabama","1,200","1,045","true","985","215","29,601","21.81824239163","2020","Predicted (weighted)","All causes",,
"2020-09-26","Alabama","1,183","1,046","true","987","196","29,601","19.8673233555","2020","Predicted (weighted)","All causes",,
"2020-10-03","Alabama","1,103","1,055","true","994","109","29,601","10.96973257132","2020","Predicted (weighted)","All causes",,
"2020-10-10","Alabama","1,204","1,062","true","998","206","29,601","20.64727166926","2020","Predicted (weighted)","All causes",,
"2020-10-17","Alabama","1,190","1,070","true","1,005","185","29,601","18.40394517025","2020","Predicted (weighted)","All causes",,
"2020-10-24","Alabama","1,142","1,077","true","1,011","131","29,601","12.95265910302","2020","Predicted (weighted)","All causes",,
"2020-10-31","Alabama","1,169","1,088","true","1,020","149","29,601","14.60890619423","2020","Predicted (weighted)","All causes",,
"2020-11-07","Alabama","1,277","1,103","true","1,032","245","29,601","23.7359201963","2020","Predicted (weighted)","All causes",,
"2020-11-14","Alabama","1,269","1,113","true","1,038","231","29,601","22.25295566937","2020","Predicted (weighted)","All causes",,
"2020-11-21","Alabama","1,275","1,125","true","1,048","227","29,601","21.66025651587","2020","Predicted (weighted)","All causes",,
"2020-11-28","Alabama","1,326","1,136","true","1,059","267","29,601","25.21211094353","2020","Predicted (weighted)","All causes",,
"2020-12-05","Alabama","1,355","1,147","true","1,070","285","29,601","26.64771075329","2020","Predicted (weighted)","All causes",,
"2020-12-12","Alabama","1,598","1,152","true","1,077","521","29,601","48.38040941026","2020","Predicted (weighted)","All causes",,
"2020-12-19","Alabama","1,584","1,157","true","1,085","499","29,601","45.9732812349","2020","Predicted (weighted)","All causes",,
"2020-12-26","Alabama","1,626","1,168","true","1,098","528","29,601","48.07816993465","2020","Predicted (weighted)","All causes",,
"2021-01-02","Alabama","1,804","1,175","true","1,106","698","29,601","63.13883982329","2021","Predicted (weighted)","All causes",,
"2021-01-09","Alabama","1,811","1,177","true","1,113","698","29,601","62.70383261747","2021","Predicted (weighted)","All causes",,
"2021-01-16","Alabama","1,835","1,182","true","1,119","716","29,601","63.98614500889","2021","Predicted (weighted)","All causes",,
"2021-01-23","Alabama","1,791","1,181","true","1,119","672","29,601","60.04162232329","2021","Predicted (weighted)","All causes",,
"2021-01-30","Alabama","1,637","1,182","true","1,118","519","29,601","46.43216767639","2021","Predicted (weighted)","All causes",,
"2021-02-06","Alabama","1,509","1,178","true","1,114","395","29,601","35.46229276617","2021","Predicted (weighted)","All causes",,
"2021-02-13","Alabama","1,432","1,175","true","1,112","320","29,601","28.77719187487","2021","Predicted (weighted)","All causes",,
"2021-02-20","Alabama","1,332","1,170","true","1,108","224","29,601","20.20989354744","2021","Predicted (weighted)","All causes",,
"2021-02-27","Alabama","1,315","1,169","true","1,105","210","29,601","19.01039436035","2021","Predicted (weighted)","All causes",,
"2021-03-06","Alabama","1,162","1,162","false","1,095","67","29,601","6.12013986433","2021","Predicted (weighted)","All causes",,
"2021-03-13","Alabama","1,189","1,157","true","1,091","98","29,601","8.9822948025","2021","Predicted (weighted)","All causes",,
"2021-03-20","Alabama","1,060","1,154","false","1,088","0","29,601","0","2021","Predicted (weighted)","All causes",,
"2021-03-27","Alabama","1,191","1,144","true","1,078","113","29,601","10.47767555886","2021","Predicted (weighted)","All causes",,
"2021-04-03","Alabama","1,107","1,134","false","1,070","37","29,601","3.45740654606","2021","Predicted (weighted)","All causes",,
"2021-04-10","Alabama","1,209","1,128","true","1,065","144","29,601","13.52486669084","2021","Predicted (weighted)","All causes",,
"2021-04-17","Alabama","1,170","1,117","true","1,056","114","29,601","10.7952155044","2021","Predicted (weighted)","All causes",,
"2021-04-24","Alabama","1,108","1,113","false","1,051","57","29,601","5.42545317154","2021","Predicted (weighted)","All causes",,
"2021-05-01","Alabama","1,192","1,105","true","1,045","147","29,601","14.07175680395","2021","Predicted (weighted)","All causes",,
"2021-05-08","Alabama","1,156","1,096","true","1,036","120","29,601","11.57892113788","2021","Predicted (weighted)","All causes",,
"2021-05-15","Alabama","1,095","1,088","true","1,031","64","29,601","6.20797645539","2021","Predicted (weighted)","All causes",,
"2021-05-22","Alabama","1,095","1,089","true","1,028","67","29,601","6.51579965413","2021","Predicted (weighted)","All causes",,
"2021-05-29","Alabama","1,080","1,084","false","1,025","55","29,601","5.36838624742","2021","Predicted (weighted)","All causes",,
"2021-06-05","Alabama","1,086","1,080","true","1,022","64","29,601","6.2616688811","2021","Predicted (weighted)","All causes",,
"2021-06-12","Alabama","1,111","1,072","true","1,016","95","29,601","9.34802079151","2021","Predicted (weighted)","All causes",,
"2021-06-19","Alabama","1,135","1,070","true","1,013","122","29,601","12.04275021323","2021","Predicted (weighted)","All causes",,
"2021-06-26","Alabama","1,074","1,068","true","1,010","64","29,601","6.33383283067","2021","Predicted (weighted)","All causes",,
"2021-07-03","Alabama","1,062","1,067","false","1,010","52","29,601","5.14812985594","2021","Predicted (weighted)","All causes",,
"2021-07-10","Alabama","1,133","1,062","true","1,005","128","29,601","12.73022239047","2021","Predicted (weighted)","All causes",,
"2021-07-17","Alabama","1,055","1,060","false","1,004","51","29,601","5.07948425465","2021","Predicted (weighted)","All causes",,
"2021-07-24","Alabama","1,105","1,060","true","1,004","101","29,601","10.06320475262","2021","Predicted (weighted)","All causes",,
"2021-07-31","Alabama","1,170","1,059","true","1,002","168","29,601","16.76501549799","2021","Predicted (weighted)","All causes",,
"2021-08-07","Alabama","1,330","1,057","true","1,000","330","29,601","32.99456878948","2021","Predicted (weighted)","All causes",,
"2021-08-14","Alabama","1,441","1,058","true","1,000","441","29,601","44.08265849326","2021","Predicted (weighted)","All causes",,
"2021-08-21","Alabama","1,577","1,059","true","1,002","575","29,601","57.38441149131","2021","Predicted (weighted)","All causes",,
"2021-08-28","Alabama","1,619","1,056","true","1,000","619","29,601","61.8958328709","2021","Predicted (weighted)","All causes",,
"2021-09-04","Alabama","1,607","1,057","true","999","608","29,601","60.83167663265","2021","Predicted (weighted)","All causes",,
"2021-09-11","Alabama","1,750","1,057","true","999","751","29,601","75.16406769703","2021","Predicted (weighted)","All causes",,
"2021-09-18","Alabama","1,586","1,060","true","1,002","584","29,601","58.28138035489","2021","Predicted (weighted)","All causes",,
"2021-09-25","Alabama","1,450","1,057","true","1,001","449","29,601","44.83547307497","2021","Predicted (weighted)","All causes",,
"2021-10-02","Alabama","1,496","1,057","true","1,002","494","29,601","49.32557384345","2021","Predicted (weighted)","All causes",,
"2021-10-09","Alabama","1,371","1,070","true","1,011","360","29,601","35.61125509785","2021","Predicted (weighted)","All causes",,
